orf	med	prey	homo	ppi	interaction	D	M	R	type_para
YJR054W	7.39231742277876	YJR054W	0	0	0	3.54865856070769	5.89696928962066	2.34831072891296	wgd
YJR055W	11.101782139109	YJR055W	0	0	0	0	0	0	ssd
YJR056C	7.08711175411235	YJR056C	2	0	0	4.13638007950834	3.32389747153499	-0.812482607973356	ssd
YJR057W	13.5510106300925	YJR057W	1	1	1	6.20752198138707	5.71056125800624	-0.496960723380827	S
YJR058C	6.91763045931374	YJR058C	0	0	0	7.90279715788023	7.97412200567736	0.0713248477971336	ssd
YJR059W	11.5515740170776	YJR059W	1	0	0	5.76157516635723	6.0420708221837	0.280495655826471	wgd
YJR060W	15.2454358868082	YJR060W	3	1	1	2.9970629313155	3.82594840474589	0.828885473430396	ssd
YJR062C	11.9156841167443	YJR062C	0	0	0	4.17973396605741	4.54270379224349	0.362969826186084	ssd
YJR064W	6.68650052718322	YJR064W	0	0	0	8.35963536989445	7.8952662626332	-0.464369107261252	ssd
YJR065C	6.98796875343835	YJR065C	0	0	0	7.19772781306775	5.72006500063068	-1.47766281243707	ssd
YJR066W	10.8599609290338	YJR066W	0	0	0	5.50380984044215	6.74773648317059	1.24392664272845	ssd_wgd
YJR067C	11.8169791347903	YJR067C	0	0	0	4.69881855011494	4.10629806218386	-0.592520487931077	S
YJR070C	11.9978624022278	YJR070C	0	0	0	7.71452715920523	6.46272310766406	-1.25180405154117	S
YJR072C	7.00508920201027	YJR072C	2	0	0	6.88271640487185	6.2676743680402	-0.615042036831644	ssd
YJR073C	15.6036531524737	YJR073C	0	1	1	9.53164658010818	10.5311377414447	0.999491161336536	S
YJR074W	11.4460456999329	YJR074W	0	0	0	7.83822065657141	7.64195779732918	-0.19626285924223	S
YJR075W	10.2884884780759	YJR075W	0	0	0	3.93198555641425	4.38059786029366	0.448612303879412	ssd
YJR077C	11.4629162838167	YJR077C	0	0	0	8.19378159783735	8.72386568849106	0.530084090653716	ssd
YJR078W	11.7147181848088	YJR078W	0	0	0	2.89162527141766	3.03754563618114	0.145920364763482	S
YJR079W	6.72560555591616	YJR079W	0	0	0	NA	NA	NA	S
YJR080C	10.1409621843921	YJR080C	0	0	0	4.80434789326392	5.01938612357051	0.215038230306596	S
YJR082C	11.2405789514833	YJR082C	0	0	0	4.23544370018393	3.94690861316987	-0.288535087014061	S
YJR088C	15.6130708151918	YJR088C	0	1	1	4.88393844790833	3.30601136515964	-1.57792708274869	S
YJR089W	9.84146815379263	YJR089W	0	0	0	3.7146521629532	5.37504638407736	1.66039422112416	ssd
YJR090C	6.79722062330461	YJR090C	0	0	0	5.95669791424183	6.35961253072424	0.402914616482413	ssd
YJR092W	12.6679688323605	YJR092W	0	0	1	5.48053334014964	4.97356535833298	-0.506967981816662	ssd
YJR094W-A	12.9536925893943	YJR094W-A	0	0	1	11.3461314015649	9.98865628698396	-1.35747511458089	wgd
YJR095W	11.2991344077417	YJR095W	0	0	0	2.83000376373142	3.56874962452115	0.738745860789728	ssd
YJR096W	9.07849826144365	YJR096W	0	0	0	6.05468353853159	6.04865906074511	-0.00602447778648152	ssd
YJR097W	11.6404471059474	YJR097W	0	0	0	2.9970629313155	3.1878152450034	0.190752313687902	ssd
YJR098C	6.81655437747036	YJR098C	0	0	0	4.20420333239365	4.7623275524802	0.558124220086552	S
YJR099W	10.9994377416262	YJR099W	0	0	0	4.53525671090384	4.60414250752326	0.0688857966194263	S
YJR100C	12.1278024241143	YJR100C	0	0	0	6.41256645969622	7.14580989993189	0.73324344023567	S
YJR101W	11.1788977389742	YJR101W	0	0	0	5.13937535333265	4.61090672024708	-0.528468633085573	ssd
YJR102C	9.24627085932648	YJR102C	0	0	0	3.7146521629532	4.3167756974515	0.602123534498303	ssd
YJR103W	11.9211509033851	YJR103W	2	0	0	6.56229432977557	7.32226167954633	0.759967349770757	wgd
YJR105W	14.4460767697203	YJR105W	0	1	1	9.89430242304853	9.6030662183963	-0.291236204652231	ssd
YJR106W	11.5099565260614	YJR106W	0	0	0	3.81706039434127	3.71892051082171	-0.0981398835195657	ssd
YJR109C	15.6845727760636	YJR109C	0	1	1	6.90355652500049	6.96236393150695	0.0588074065064612	ssd
YJR110W	11.9441560987189	YJR110W	0	0	0	4.43896479931164	4.30512420290556	-0.13384059640607	S
YJR111C	11.9418345617463	YJR111C	0	0	0	4.85473875300095	4.55668690709663	-0.298051845904313	S
YJR112W	10.7201497104346	YJR112W	2	0	0	4.81307313512634	3.79092839084601	-1.02214474428033	ssd
YJR112W-A	11.6958779810837	YJR112W-A	0	0	0	4.80434789326392	3.98341320676268	-0.820934686501237	S
YJR114W	10.5447523960995	YJR114W	0	0	0	NA	NA	NA	S
YJR116W	12.208370485124	YJR116W	0	0	0	2.9970629313155	1.88912304772251	-1.10793988359299	ssd
YJR118C	15.5346966002163	YJR118C	1	1	1	4.3907089519901	2.67991917497906	-1.71078977701103	S
YJR120W	6.3662957179825	YJR120W	0	0	0	NA	NA	NA	S
YJR122W	11.0286944615851	YJR122W	0	0	0	5.80570002645171	4.84089622917722	-0.964803797274492	S
YJR123W	6.92680098197632	YJR123W	0	0	0	12.6373109155059	11.1415515766233	-1.49575933888261	ssd
YJR124C	6.89984318066563	YJR124C	0	0	0	4.63064426993776	2.60165611094695	-2.02898815899081	S
YJR126C	11.1826486044225	YJR126C	0	0	0	4.43896479931164	4.80946589463946	0.370501095327824	ssd
YJR127C	11.5068519059231	YJR127C	0	0	0	7.13404634337827	6.40877638690698	-0.725269956471287	wgd
YJR131W	11.3829861828568	YJR131W	0	0	0	3.52049768158917	4.61090672024708	1.0904090386579	ssd
YJR133W	14.5606831696412	YJR133W	1	1	1	7.31723170022261	7.28619733159821	-0.0310343686244003	ssd
YJR134C	13.9845360069564	YJR134C	0	1	1	5.1966306482054	5.54313702099089	0.346506372785492	ssd
YJR135W-A	6.80861893237305	YJR135W-A	0	0	0	7.18029707305814	7.32226167954633	0.14196460648819	ssd
YJR137C	12.9870701662222	YJR137C	0	0	1	7.82044704897304	6.82794601683085	-0.992501032142186	ssd
YJR138W	12.06378891431	YJR138W	0	0	0	6.62603313906808	7.49563121195845	0.869598072890366	S
YJR139C	12.4553631730503	YJR139C	1	0	0	10.3345414608531	9.06163040891048	-1.27291105194261	S
YJR140C	6.81342488223452	YJR140C	0	0	0	4.88393844790833	5.92656879107202	1.04263034316369	S
YJR141W	6.89553055735848	YJR141W	0	0	0	3.54865856070769	5.10688847516704	1.55822991445935	S
YJR142W	11.4054669057759	YJR142W	0	0	0	4.95936677469595	5.18938180096141	0.230015026265456	S
YJR143C	11.9873913031253	YJR143C	1	0	0	5.58916723357045	6.49551929147202	0.906352057901575	ssd
YJR145C	15.6918303628121	YJR145C	0	1	1	4.77598288085166	2.46122207209101	-2.31476080876064	wgd
YJR147W	10.724635542961	YJR147W	0	0	0	4.65863423044338	2.20334839455088	-2.4552858358925	wgd
YJR148W	14.4773273882833	YJR148W	0	1	1	6.93477595577991	7.1897949141568	0.255018958376891	wgd
YJR149W	6.6786385373214	YJR149W	0	0	0	1.37005265571591	0.991179141210652	-0.378873514505263	S
YJR150C	11.44041783423	YJR150C	0	0	0	0	0	0	ssd
YJR151W-A	6.9585927881682	YJR151W-A	0	0	0	NA	NA	NA	S
YJR152W	12.0026523357545	YJR152W	0	0	0	4.07450543636363	6.73405924490055	2.65955380853692	ssd
YJR153W	11.5178190690394	YJR153W	0	0	0	0	0.927036267683973	0.927036267683973	S
YJR155W	11.8326412270796	YJR155W	0	0	0	0	3.44335336200626	3.44335336200626	ssd
YJR156C	11.5881240940385	YJR156C	0	0	0	NA	NA	NA	ssd
YJR158W	11.0336326490781	YJR158W	0	0	0	NA	NA	NA	ssd
YJR159W	11.4053744553833	YJR159W	0	0	0	0	0	0	ssd
YJR160C	11.4035091932341	YJR160C	0	0	0	NA	NA	NA	ssd
YJR161C	11.132808095493	YJR161C	0	0	0	NA	NA	NA	ssd
YKL002W	14.9766004960081	YKL002W	2	1	1	6.73594181920845	7.62624929591266	0.890307476704214	ssd
YKL003C	11.0626173344441	YKL003C	0	0	0	5.45251966091463	4.92623668441333	-0.526282976501298	S
YKL004W	6.70003945131101	YKL004W	0	0	0	4.57473126266284	4.85511265478514	0.280381392122299	ssd
YKL006W	15.7051143578686	YKL006W	0	1	1	7.77216938975721	5.4118532961783	-2.36031609357891	wgd
YKL007W	15.4093802582331	YKL007W	0	1	1	6.43595189751636	5.78350903885003	-0.652442858666327	S
YKL008C	15.3714286648005	YKL008C	2	1	1	5.36304488836098	5.21158463975709	-0.151460248603888	wgd
YKL010C	10.2099029562304	YKL010C	0	0	0	6.67615455223729	7.71031052965872	1.03415597742143	ssd
YKL012W	8.52873148237879	YKL012W	1	0	0	5.71438291065141	6.73416766115076	1.01978475049935	ssd
YKL014C	11.185608751152	YKL014C	2	0	0	4.91893477409804	4.87730254099799	-0.0416322331000458	S
YKL016C	11.2177478965867	YKL016C	1	0	0	8.33594410037515	9.14964297754762	0.813698877172472	ssd
YKL017C	6.8819173997148	YKL017C	0	0	0	3.79099092729537	4.92623668441333	1.13524575711797	ssd
YKL020C	11.3850384369007	YKL020C	2	0	0	5.71062737690293	4.82665525548407	-0.883972121418868	wgd
YKL022C	9.21323680725613	YKL022C	4	0	0	6.56166370348519	7.43361882199447	0.871955118509278	ssd
YKL023W	6.76794142637563	YKL023W	0	0	0	4.2890745637073	3.82594840474589	-0.463126158961406	ssd
YKL025C	11.4297636017877	YKL025C	1	0	0	5.30474465771863	6.1524754987188	0.847730841000168	ssd
YKL026C	10.705597986161	YKL026C	0	0	0	3.15769374687077	3.66877722120172	0.511083474330954	wgd
YKL027W	6.69803477881993	YKL027W	0	0	0	4.69881855011494	4.77415977910525	0.0753412289903075	wgd
YKL028W	7.25661705690303	YKL028W	0	0	0	5.0175611891453	5.02723811187913	0.00967692273382426	S
YKL035W	8.71016928620151	YKL035W	3	0	0	7.57875761029914	6.37483257228876	-1.20392503801037	wgd
YKL037W	9.73112331712218	YKL037W	0	0	0	NA	NA	NA	S
YKL038W	9.82871156525242	YKL038W	1	0	0	5.23513730280334	4.82665525548407	-0.408482047319273	wgd
YKL039W	7.04938616364476	YKL039W	0	0	0	4.43311969782023	3.890378593532	-0.542741104288234	wgd
YKL040C	7.2965788290515	YKL040C	1	0	0	3.15769374687077	3.3399483165301	0.182254569659328	S
YKL041W	14.4387332832984	YKL041W	2	1	1	6.19098220292059	6.87726572581353	0.686283522892942	ssd
YKL042W	6.40448208745963	YKL042W	4	0	0	4.39767976632401	4.18882816241232	-0.208851603911692	ssd
YKL043W	9.51541437900075	YKL043W	0	0	0	3.14676762284219	2.46122207209101	-0.685545550751179	wgd
YKL045W	6.88243579536805	YKL045W	0	0	0	4.56663861090493	4.60414250752326	0.0375038966183299	S
YKL048C	11.6479323810527	YKL048C	3	0	0	4.81307313512634	5.34144143267256	0.528368297546218	ssd
YKL051W	14.5719886442621	YKL051W	1	1	1	5.64757067167755	4.56800777581335	-1.0795628958642	S
YKL052C	6.7676376883104	YKL052C	0	0	0	4.88393844790833	4.1532216559844	-0.730716791923925	S
YKL054C	15.6529491404489	YKL054C	2	1	1	6.60988790427125	6.89020346667564	0.28031556240439	S
YKL056C	15.7642257288908	YKL056C	0	1	1	11.6780675023501	10.4251319622369	-1.25293554011318	S
YKL057C	11.5033285142449	YKL057C	1	0	0	6.78595589314399	6.92673481573681	0.140778922592822	S
YKL058W	6.97359015831712	YKL058W	0	0	0	5.23513730280334	4.3167756974515	-0.918361605351839	S
YKL059C	6.89476682248518	YKL059C	0	0	0	5.23513730280334	3.56271866397075	-1.67241863883259	S
YKL061W	11.9902330210495	YKL061W	0	0	0	3.81706039434127	2.20334839455088	-1.61371199979039	ssd
YKL065C	14.8259016290367	YKL065C	0	1	1	6.05468353853159	4.94228459415232	-1.11239894437927	ssd_wgd
YKL067W	15.691925747967	YKL067W	4	1	1	5.10987034416654	5.76398779374144	0.654117449574902	S
YKL068W	12.1718768287201	YKL068W	1	0	0	4.17973396605741	3.30601136515964	-0.873722600897763	ssd_wgd
YKL070W	7.16489816911035	YKL070W	0	0	0	2.64103498409098	3.56874962452115	0.927714640430166	S
YKL071W	11.9757818980051	YKL071W	0	0	0	1.85555124269322	4.34093962755357	2.48538838486035	ssd
YKL072W	11.5066586102792	YKL072W	0	0	0	3.79099092729537	4.18882816241232	0.397837235116952	wgd
YKL073W	11.5153551185759	YKL073W	0	0	0	4.45622790420279	4.02885200584749	-0.427375898355298	ssd
YKL074C	10.5033267167383	YKL074C	0	0	0	5.07975356407454	5.06389980142422	-0.0158537626503197	S
YKL075C	12.5095323597363	YKL075C	0	0	1	4.33665472691258	4.66307131265128	0.326416585738706	S
YKL077W	6.63573151395219	YKL077W	0	0	0	4.43896479931164	3.56874962452115	-0.870215174790488	S
YKL078W	11.0055364900351	YKL078W	0	0	0	3.72481395704308	3.15420566892879	-0.570608288114291	ssd
YKL079W	10.3948885969104	YKL079W	1	0	0	4.95936677469595	4.68342697637019	-0.27593979832576	ssd
YKL080W	7.26190347909366	YKL080W	1	0	0	8.60406390848204	7.44184032452298	-1.16222358395906	S
YKL081W	11.8644388681485	YKL081W	0	0	0	9.58395526828415	7.61235987145991	-1.97159539682424	ssd
YKL084W	12.3000070283161	YKL084W	0	0	0	3.14676762284219	2.82452144381635	-0.322246179025838	S
YKL085W	6.894613978429	YKL085W	0	0	0	8.61182156479038	9.07773435461479	0.465912789824406	ssd
YKL086W	10.4203689882774	YKL086W	1	0	0	4.57473126266284	5.44214066975479	0.867409407091948	S
YKL088W	13.6357545069426	YKL088W	4	1	1	3.14676762284219	2.67991917497906	-0.466848447863129	ssd
YKL090W	11.4657262138493	YKL090W	0	0	0	4.73791926099064	4.3167756974515	-0.421143563539138	S
YKL092C	11.1738285248547	YKL092C	0	0	0	5.03104665580301	5.89696928962066	0.865922633817644	ssd
YKL093W	6.85776653176329	YKL093W	0	0	0	3.99842118872913	3.60331181060005	-0.395109378129087	wgd
YKL095W	11.7290074559666	YKL095W	0	0	0	1.94628544583841	0.927036267683973	-1.01924917815444	S
YKL096W	11.482618238921	YKL096W	0	0	0	9.27596849270826	6.61971671934561	-2.65625177336265	S
YKL096W-A	12.525018346346	YKL096W-A	0	0	1	13.5365022150016	13.6327907705795	0.096288555577889	S
YKL098W	6.71260795164969	YKL098W	0	0	0	4.93926419640439	5.90231481249263	0.963050616088234	S
YKL099C	11.5162971530411	YKL099C	0	0	0	4.81054078837042	4.82665525548407	0.0161144671136437	ssd
YKL100C	11.5067053842267	YKL100C	0	0	0	6.20752198138707	7.17973993654233	0.972217955155261	S
YKL101W	13.1563253161829	YKL101W	3	1	1	5.99669379538315	6.52758491092235	0.530891115539196	ssd
YKL105C	6.8071248638447	YKL105C	0	0	0	3.86350240526411	4.23117124963608	0.367668844371973	wgd
YKL106W	12.0097721623852	YKL106W	0	0	0	3.52049768158917	5.60455767668695	2.08405999509778	ssd
YKL107W	11.8242534008281	YKL107W	0	0	0	3.25722489381545	4.30512420290556	1.04789930909011	ssd
YKL108W	6.82012246811117	YKL108W	0	0	0	3.81706039434127	3.44335336200626	-0.373707032335015	S
YKL109W	7.24639602264964	YKL109W	0	0	0	5.01911475506972	5.63431155531674	0.615196800247013	S
YKL110C	11.2838426359073	YKL110C	0	0	0	5.28670745222246	5.77452880066223	0.487821348439767	S
YKL113C	11.0080249652229	YKL113C	0	0	0	5.99669379538315	5.55365847388024	-0.443035321502908	ssd
YKL116C	12.0363696664845	YKL116C	1	0	0	4.43896479931164	4.41137878787219	-0.0275860114394444	ssd
YKL119C	6.74366880760359	YKL119C	0	0	0	6.16252627611757	5.34029164931521	-0.822234626802352	S
YKL120W	7.08746284125034	YKL120W	0	0	0	6.13349776785961	7.12197894865406	0.988481180794448	ssd
YKL121W	11.7817727120418	YKL121W	0	0	0	4.9525665409428	6.99367436175059	2.04110782080778	wgd
YKL122C	6.76933697654133	YKL122C	0	0	0	7.86780382220997	8.13211410258272	0.264310280372745	S
YKL124W	11.1878448097972	YKL124W	0	0	0	4.20420333239365	1.57319029959131	-2.63101303280234	ssd
YKL125W	11.2023573156977	YKL125W	2	0	0	3.52049768158917	3.32389747153499	-0.196600210054186	S
YKL126W	11.6258407390101	YKL126W	0	0	0	6.63872695785927	6.28653743205502	-0.352189525804254	wgd
YKL127W	11.7948853408349	YKL127W	0	0	0	6.66378578657726	7.00854067170295	0.344754885125698	wgd
YKL130C	14.7329352200218	YKL130C	4	1	1	5.36304488836098	5.11209540839529	-0.250949479965682	S
YKL133C	6.65566129736605	YKL133C	0	0	0	3.93198555641425	4.61090672024708	0.67892116383283	wgd
YKL134C	11.6809410401526	YKL134C	1	0	0	4.2890745637073	4.88978988833676	0.600715324629459	ssd
YKL135C	7.08906007941208	YKL135C	0	0	0	6.07813372484302	5.148722645563	-0.929411079280021	ssd
YKL137W	6.86904612981025	YKL137W	0	0	0	4.13638007950834	3.79092839084601	-0.345451688662333	S
YKL138C	10.7906012105976	YKL138C	0	0	0	4.73791926099064	4.30512420290556	-0.432795058085073	ssd
YKL139W	6.80683718786065	YKL139W	0	0	0	4.63064426993776	4.66316811470095	0.0325238447631859	ssd
YKL140W	15.3271240331493	YKL140W	1	1	1	3.79099092729537	2.82452144381635	-0.966469483479011	ssd
YKL141W	12.0111770483427	YKL141W	0	0	0	9.05463958793016	10.3590796605429	1.30444007261272	wgd
YKL142W	6.70641722005964	YKL142W	2	0	0	6.74821969017775	7.11789240248327	0.369672712305522	S
YKL143W	11.6684608231293	YKL143W	0	0	0	4.32319710823933	3.32389747153499	-0.999299636704339	ssd
YKL144C	12.9067126289408	YKL144C	0	0	1	3.63403559737546	4.37547043728435	0.741434839908891	ssd
YKL145W	9.78720437205543	YKL145W	0	0	0	7.03421571533791	6.63297920748715	-0.401236507850767	ssd
YKL146W	9.42138846759898	YKL146W	0	0	0	5.89489050240063	6.75839646100343	0.863505958602798	ssd
YKL148C	7.09614640723538	YKL148C	0	0	0	6.52859944739933	7.31332749092234	0.784728043523009	wgd
YKL149C	11.9809577096535	YKL149C	0	0	0	4.20420333239365	3.32389747153499	-0.880305860858662	S
YKL154W	7.17470973217052	YKL154W	2	0	0	4.07450543636363	2.46122207209101	-1.61328336427262	ssd
YKL157W	11.3796490923589	YKL157W	0	0	0	5.69247462501686	5.95041942141033	0.257944796393475	ssd_wgd
YKL159C	10.8505093668331	YKL159C	0	0	0	6.44995088270221	6.34168871212616	-0.108262170576048	S
YKL162C	7.08213921915059	YKL162C	0	0	0	1.85555124269322	0.927036267683973	-0.92851497500925	S
YKL164C	11.335610709921	YKL164C	0	0	0	6.69678674348109	4.5066400222572	-2.19014672122389	wgd
YKL166C	11.157853407242	YKL166C	1	0	0	4.80434789326392	5.85255073223626	1.04820283897234	ssd_wgd
YKL167C	11.611613614619	YKL167C	0	0	0	4.34079011994344	3.30601136515964	-1.0347787547838	S
YKL168C	11.5391656526803	YKL168C	0	0	0	4.20420333239365	4.73784897437117	0.533645641977522	wgd
YKL170W	11.4420504093856	YKL170W	0	0	0	5.50846668441301	5.18938180096141	-0.319084883451598	S
YKL171W	12.383768598354	YKL171W	0	0	0	5.50380984044215	7.3023007703586	1.79849092991646	ssd
YKL172W	11.1816722406837	YKL172W	2	0	0	7.58650205648669	7.48033783670587	-0.106164219780824	S
YKL173W	9.42390794650709	YKL173W	0	0	0	4.71786831273266	5.31320230902662	0.595333996293962	ssd
YKL174C	6.53882512426482	YKL174C	0	0	0	4.9797418532182	5.40898352943074	0.429241676212539	ssd
YKL175W	11.1548013184885	YKL175W	0	0	0	4.85473875300095	4.5066400222572	-0.348098730743743	S
YKL176C	11.5495334207339	YKL176C	0	0	0	5.50380984044215	5.50625282807353	0.0024429876313814	S
YKL179C	6.66531841236164	YKL179C	1	0	0	2.05991244904677	3.60331181060005	1.54339936155328	ssd
YKL181W	14.7653930124124	YKL181W	1	1	1	8.10684556321728	7.36861122224557	-0.738234340971714	ssd
YKL182W	15.9926287343661	YKL182W	1	1	1	8.35914336931548	7.17309744366561	-1.18604592564987	ssd
YKL183W	6.41812382334395	YKL183W	0	0	0	5.09933308089823	3.44335336200626	-1.65597971889197	S
YKL184W	12.1867583799138	YKL184W	2	0	0	4.65863423044338	4.1532216559844	-0.505412574458974	S
YKL185W	11.0446321280823	YKL185W	1	0	0	6.78343046140204	5.66035821483034	-1.1230722465717	S
YKL186C	7.23837310196973	YKL186C	0	0	0	5.13116553572124	4.24999895061544	-0.881166585105801	S
YKL187C	11.7143794927655	YKL187C	0	0	0	3.15769374687077	2.30778988232732	-0.849903864543443	wgd
YKL188C	11.4915604765768	YKL188C	0	0	0	2.42353245578277	3.47763847529061	1.05410601950784	ssd
YKL189W	11.9585998006683	YKL189W	0	0	0	2.9970629313155	4.01876768490101	1.02170475358551	S
YKL191W	12.1406514478995	YKL191W	0	0	0	5.89815271430318	5.96099583247833	0.062843118175155	ssd
YKL192C	11.1503862970053	YKL192C	0	0	0	7.49246210567623	6.84000996004033	-0.652452145635907	S
YKL193C	12.0069999307616	YKL193C	0	0	0	5.01911475506972	4.94228459415232	-0.0768301609174014	ssd
YKL194C	6.78135971352466	YKL194C	2	0	0	4.23544370018393	3.71892051082171	-0.516523189362223	ssd
YKL198C	6.52048729940865	YKL198C	0	0	0	5.47639789025074	6.61184074080658	1.13544285055584	wgd
YKL203C	10.0007027226762	YKL203C	1	0	0	5.26819107921981	5.93996701503098	0.671775935811167	ssd_wgd
YKL204W	7.01567829812785	YKL204W	0	0	0	6.62603313906808	6.6844540912501	0.0584209521820247	S
YKL205W	12.4917682540398	YKL205W	0	0	0	6.84681922693415	8.01579414562021	1.16897491868607	ssd
YKL208W	11.8805690426159	YKL208W	0	0	0	3.25722489381545	3.56874962452115	0.311524730705694	ssd
YKL209C	6.8708914813422	YKL209C	1	0	0	2.74579880884521	4.02885200584749	1.28305319700229	ssd
YKL210W	6.46370380647452	YKL210W	1	0	0	6.98535241896002	5.78997698142285	-1.19537543753717	ssd
YKL211C	7.32479650329394	YKL211C	0	0	0	3.40634890627492	2.57022974934768	-0.836119156927245	ssd
YKL212W	15.113822108858	YKL212W	0	1	1	6.8473956583525	5.81550626391258	-1.03188939443993	ssd
YKL213C	8.91073752504827	YKL213C	0	0	0	6.40607231815215	6.1524754987188	-0.253596819433352	ssd
YKL214C	6.7615359134702	YKL214C	1	0	0	5.6655917418983	5.30467530694392	-0.360916434954373	ssd
YKL215C	7.12039566608098	YKL215C	0	0	0	2.42353245578277	4.2668914601554	1.84335900437262	S
YKL217W	10.9002692761422	YKL217W	0	0	0	3.45789892494697	5.59737622963363	2.13947730468667	ssd
YKL220C	10.1682309422983	YKL220C	0	0	0	2.64103498409098	3.03754563618114	0.396510652090158	ssd
YKL221W	11.2561322444387	YKL221W	0	0	0	1.37005265571591	2.33795651491887	0.967903859202951	ssd
YKL224C	12.160730835671	YKL224C	0	0	0	0	0	0	ssd
YKR001C	6.94693515239255	YKR001C	0	0	0	6.05468353853159	6.13230127311581	0.0776177345842211	ssd
YKR005C	11.9691128256128	YKR005C	0	0	0	0	2.79219943280544	2.79219943280544	S
YKR007W	15.1392255793299	YKR007W	1	1	1	5.73817064279546	5.90231481249263	0.164144169697166	ssd
YKR008W	9.30699542384906	YKR008W	2	0	0	6.23813337248606	5.80692462562302	-0.431208746863044	ssd
YKR009C	11.583479786896	YKR009C	0	0	0	4.63064426993776	5.0638005968788	0.433156326941038	ssd
YKR013W	11.9120095252677	YKR013W	0	0	0	5.45251966091463	4.38059786029366	-1.07192180062097	ssd_wgd
YKR014C	9.97572773921057	YKR014C	1	0	0	2.9970629313155	2.57022974934768	-0.426833181967821	ssd
YKR015C	7.19313334338509	YKR015C	0	0	0	5.09933308089823	6.52165382826663	1.4223207473684	ssd
YKR016W	10.2474268158888	YKR016W	3	0	0	4.53525671090384	4.80946589463946	0.27420918373562	ssd
YKR018C	12.0478676797269	YKR018C	1	0	0	3.25722489381545	3.03754563618114	-0.219679257634314	wgd
YKR020W	6.67068991429414	YKR020W	1	0	0	2.74579880884521	2.67991917497906	-0.0658796338661425	ssd
YKR021W	6.66678733872907	YKR021W	0	0	0	4.61883182435018	4.84089622917722	0.222064404827041	wgd
YKR022C	10.3054214101344	YKR022C	0	0	0	3.62627558304979	4.2668914601554	0.640615877105608	S
YKR025W	6.81308265995225	YKR025W	0	0	0	5.99511588355349	6.93663793900257	0.941522055449082	S
YKR026C	10.6996340068958	YKR026C	4	0	0	6.04388908770845	4.85511265478514	-1.1887764329233	ssd
YKR027W	10.5473745503685	YKR027W	1	0	0	5.03104665580301	4.44170921501153	-0.589337440791485	wgd
YKR029C	10.9246269479725	YKR029C	0	0	0	3.7146521629532	4.07081005259229	0.35615788963909	ssd_wgd
YKR034W	11.2717425043267	YKR034W	2	0	0	1.94628544583841	5.92656879107202	3.98028334523361	wgd
YKR038C	11.7789279176961	YKR038C	0	0	0	5.9458745321434	5.37717581851133	-0.56869871363207	ssd
YKR039W	15.1717330813159	YKR039W	0	1	1	6.91403824563738	7.39180208251935	0.47776383688197	ssd
YKR044W	7.03342300153745	YKR044W	0	0	0	4.32319710823933	5.4789879786535	1.15579087041418	S
YKR045C	11.3417858235271	YKR045C	0	0	0	1.65092536011202	2.86978456555895	1.21885920544694	S
YKR046C	16.0048014185126	YKR046C	0	1	1	5.5358725520881	5.07029056860067	-0.465581983487437	ssd
YKR048C	15.4684903754746	YKR048C	4	1	1	6.57410605057292	5.82700855102456	-0.747097499548357	S
YKR049C	10.3020675593851	YKR049C	0	0	0	5.26819107921981	6.11184093134777	0.843649852127955	S
YKR050W	7.14139942934177	YKR050W	0	0	0	3.28238939134922	3.76755946281604	0.485170071466823	wgd
YKR053C	11.390693064909	YKR053C	0	0	0	4.80434789326392	5.2681611300012	0.463813236737279	ssd_wgd
YKR054C	11.2827091142144	YKR054C	4	0	0	6.20752198138707	6.73405924490055	0.526537263513482	ssd
YKR055W	10.8930598184784	YKR055W	0	0	0	1.45729484837647	0.991179141210652	-0.466115707165816	ssd
YKR056W	10.1202093435898	YKR056W	0	0	0	5.76157516635723	5.6634670212113	-0.0981081451459263	S
YKR057W	13.8625803473129	YKR057W	0	1	1	9.2347527777747	6.87726572581353	-2.35748705196117	wgd
YKR058W	12.2693060455933	YKR058W	0	0	0	5.49933567266088	5.01938612357051	-0.479949549090367	ssd_wgd
YKR059W	15.6740119023163	YKR059W	0	1	1	3.14676762284219	2.86978456555895	-0.276983057283237	ssd_wgd
YKR060W	13.6027408990799	YKR060W	0	1	1	4.95936677469595	4.02885200584749	-0.930514768848461	ssd
YKR061W	9.80003993245294	YKR061W	0	0	0	4.81054078837042	5.44581276463917	0.635271976268745	wgd
YKR062W	6.70602025727583	YKR062W	0	0	0	3.93253367488182	5.53727121424903	1.60473753936721	S
YKR064W	12.0632271526558	YKR064W	0	0	0	4.06293334499368	5.22892640770421	1.16599306271053	ssd
YKR065C	9.9706900406746	YKR065C	0	0	0	5.60122405751465	4.5066400222572	-1.09458403525745	S
YKR066C	11.748458270977	YKR066C	2	0	0	7.11767426638189	7.70348834965682	0.585814083274931	ssd
YKR067W	6.8342209140265	YKR067W	0	0	0	5.40531849095817	6.45823762242782	1.05291913146966	ssd
YKR070W	11.7201379227691	YKR070W	1	0	0	3.98553686153785	3.15420566892879	-0.831331192609061	S
YKR071C	10.7061037513143	YKR071C	0	0	0	5.71438291065141	6.37483257228876	0.660449661637356	S
YKR072C	14.8770761304974	YKR072C	1	1	1	5.69019357782486	7.16233090047396	1.47213732264911	ssd_wgd
YKR074W	7.2041648703837	YKR074W	0	0	0	6.43595189751636	5.01938612357051	-1.41656577394584	S
