Duplication	Prot-name	Plate_1536	Col_1536	Row_1536	numbloc
WGD	YML106W	3	37	7	241
WGD	YML106W	3	37	8	241
SSD	YDL123W	3	37	9	242
SSD	YDL123W	3	37	10	242
SSD	YML067C	3	37	11	243
SSD	YML067C	3	37	12	243
WGD	YNL197C	3	37	13	244
WGD	YNL197C	3	37	14	244
WGD	YML106W	3	37	15	245
WGD	YML106W	3	37	16	245
SSD	YGR130C	3	37	17	246
SSD	YGR130C	3	37	18	246
SSD	YNL329C	3	37	19	247
SSD	YNL329C	3	37	20	247
SSD	YGL006W	3	37	21	248
SSD	YGL006W	3	37	22	248
SSD	YML067C	3	37	23	249
SSD	YML067C	3	37	24	249
SSD	YGL006W	3	37	25	250
SSD	YGL006W	3	37	26	250
SSD	YNL231C	3	37	27	251
SSD	YNL231C	3	37	28	251
SSD	YJL151C	3	37	29	252
SSD	YJL151C	3	37	30	252
control	control	3	37	31	NA
control	control	3	37	32	NA
control	control	3	38	1	NA
control	control	3	38	2	NA
WGD	YDL224C	3	38	3	239
WGD	YDL224C	3	38	4	239
WGD	YML074C	3	38	5	240
WGD	YML074C	3	38	6	240
WGD	YMR271C	3	38	7	241
WGD	YMR271C	3	38	8	241
SSD	YDR276C	3	38	9	242
SSD	YDR276C	3	38	10	242
SSD	YAL042W	3	38	11	243
SSD	YAL042W	3	38	12	243
WGD	YDL224C	3	38	13	244
WGD	YDL224C	3	38	14	244
WGD	YMR271C	3	38	15	245
WGD	YMR271C	3	38	16	245
SSD	YLR200W	3	38	17	246
SSD	YLR200W	3	38	18	246
SSD	YKL197C	3	38	19	247
SSD	YKL197C	3	38	20	247
SSD	YGL167C	3	38	21	248
SSD	YGL167C	3	38	22	248
SSD	YAL042W	3	38	23	249
SSD	YAL042W	3	38	24	249
SSD	YGL167C	3	38	25	250
SSD	YGL167C	3	38	26	250
SSD	YNL264C	3	38	27	251
SSD	YNL264C	3	38	28	251
SSD	YDR525W-A	3	38	29	252
SSD	YDR525W-A	3	38	30	252
control	control	3	38	31	NA
control	control	3	38	32	NA
control	control	3	39	1	NA
control	control	3	39	2	NA
WGD	YNL197C	3	39	3	253
WGD	YNL197C	3	39	4	253
WGD	YOR316C	3	39	5	254
WGD	YOR316C	3	39	6	254
WGD	YMR230W	3	39	7	255
WGD	YMR230W	3	39	8	255
SSD	YGR130C	3	39	9	256
SSD	YGR130C	3	39	10	256
SSD	YDR258C	3	39	11	257
SSD	YDR258C	3	39	12	257
WGD	YOR316C	3	39	13	258
WGD	YOR316C	3	39	14	258
SSD	YDL123W	3	39	15	259
SSD	YDL123W	3	39	16	259
WGD	YLR449W	3	39	17	260
WGD	YLR449W	3	39	18	260
WGD	YLR449W	3	39	19	261
WGD	YLR449W	3	39	20	261
SSD	YGR130C	3	39	21	262
SSD	YGR130C	3	39	22	262
SSD	YDL123W	3	39	23	263
SSD	YDL123W	3	39	24	263
SSD	YJL151C	3	39	25	264
SSD	YJL151C	3	39	26	264
SSD	YJL151C	3	39	27	265
SSD	YJL151C	3	39	28	265
WGD	YML106W	3	39	29	266
WGD	YML106W	3	39	30	266
control	control	3	39	31	NA
control	control	3	39	32	NA
control	control	3	40	1	NA
control	control	3	40	2	NA
WGD	YDL224C	3	40	3	253
WGD	YDL224C	3	40	4	253
WGD	YMR243C	3	40	5	254
WGD	YMR243C	3	40	6	254
WGD	YOR293W	3	40	7	255
WGD	YOR293W	3	40	8	255
SSD	YLR200W	3	40	9	256
SSD	YLR200W	3	40	10	256
SSD	YLL026W	3	40	11	257
SSD	YLL026W	3	40	12	257
WGD	YMR243C	3	40	13	258
WGD	YMR243C	3	40	14	258
SSD	YDR276C	3	40	15	259
SSD	YDR276C	3	40	16	259
WGD	YML074C	3	40	17	260
WGD	YML074C	3	40	18	260
WGD	YML074C	3	40	19	261
WGD	YML074C	3	40	20	261
SSD	YLR200W	3	40	21	262
SSD	YLR200W	3	40	22	262
SSD	YDR276C	3	40	23	263
SSD	YDR276C	3	40	24	263
SSD	YDR525W-A	3	40	25	264
SSD	YDR525W-A	3	40	26	264
SSD	YDR525W-A	3	40	27	265
SSD	YDR525W-A	3	40	28	265
WGD	YMR271C	3	40	29	266
WGD	YMR271C	3	40	30	266
control	control	3	40	31	NA
control	control	3	40	32	NA
control	control	3	41	1	NA
control	control	3	41	2	NA
WGD	YNL197C	3	41	3	267
WGD	YNL197C	3	41	4	267
WGD	YMR230W	3	41	5	268
WGD	YMR230W	3	41	6	268
WGD	YPL112C	3	41	7	269
WGD	YPL112C	3	41	8	269
WGD	YML106W	3	41	9	270
WGD	YML106W	3	41	10	270
WGD	YML057W	3	41	11	271
WGD	YML057W	3	41	12	271
SSD	YNL231C	3	41	13	272
SSD	YNL231C	3	41	14	272
WGD	YLR449W	3	41	15	273
WGD	YLR449W	3	41	16	273
WGD	YML057W	3	41	17	274
WGD	YML057W	3	41	18	274
WGD	YMR230W	3	41	19	275
WGD	YMR230W	3	41	20	275
WGD	YPL112C	3	41	21	276
WGD	YPL112C	3	41	22	276
SSD	YJL151C	3	41	23	277
SSD	YJL151C	3	41	24	277
WGD	YML106W	3	41	25	278
WGD	YML106W	3	41	26	278
SSD	YNL231C	3	41	27	279
SSD	YNL231C	3	41	28	279
SSD	YJL151C	3	41	29	280
SSD	YJL151C	3	41	30	280
control	control	3	41	31	NA
control	control	3	41	32	NA
control	control	3	42	1	NA
control	control	3	42	2	NA
WGD	YDL224C	3	42	3	267
WGD	YDL224C	3	42	4	267
WGD	YOR293W	3	42	5	268
WGD	YOR293W	3	42	6	268
WGD	YOR193W	3	42	7	269
WGD	YOR193W	3	42	8	269
WGD	YMR271C	3	42	9	270
WGD	YMR271C	3	42	10	270
WGD	YLR433C	3	42	11	271
WGD	YLR433C	3	42	12	271
SSD	YNL264C	3	42	13	272
SSD	YNL264C	3	42	14	272
WGD	YML074C	3	42	15	273
WGD	YML074C	3	42	16	273
WGD	YLR433C	3	42	17	274
WGD	YLR433C	3	42	18	274
WGD	YOR293W	3	42	19	275
WGD	YOR293W	3	42	20	275
WGD	YOR193W	3	42	21	276
WGD	YOR193W	3	42	22	276
SSD	YDR525W-A	3	42	23	277
SSD	YDR525W-A	3	42	24	277
WGD	YMR271C	3	42	25	278
WGD	YMR271C	3	42	26	278
SSD	YNL264C	3	42	27	279
SSD	YNL264C	3	42	28	279
SSD	YDR525W-A	3	42	29	280
SSD	YDR525W-A	3	42	30	280
control	control	3	42	31	NA
control	control	3	42	32	NA
control	control	3	43	1	NA
control	control	3	43	2	NA
WGD	YMR230W	3	43	3	281
WGD	YMR230W	3	43	4	281
SSD	YML067C	3	43	5	282
SSD	YML067C	3	43	6	282
WGD	YPL112C	3	43	7	283
WGD	YPL112C	3	43	8	283
SSD	YDR258C	3	43	9	284
SSD	YDR258C	3	43	10	284
WGD	YLR449W	3	43	11	285
WGD	YLR449W	3	43	12	285
WGD	YML057W	3	43	13	286
WGD	YML057W	3	43	14	286
WGD	YPL112C	3	43	15	287
WGD	YPL112C	3	43	16	287
SSD	YGL006W	3	43	17	288
SSD	YGL006W	3	43	18	288
SSD	YGR130C	3	43	19	289
SSD	YGR130C	3	43	20	289
SSD	YGR130C	3	43	21	290
SSD	YGR130C	3	43	22	290
WGD	YML106W	3	43	23	291
WGD	YML106W	3	43	24	291
SSD	YNL231C	3	43	25	292
SSD	YNL231C	3	43	26	292
SSD	YML067C	3	43	27	293
SSD	YML067C	3	43	28	293
WGD	YNL197C	3	43	29	294
WGD	YNL197C	3	43	30	294
control	control	3	43	31	NA
control	control	3	43	32	NA
control	control	3	44	1	NA
control	control	3	44	2	NA
WGD	YOR293W	3	44	3	281
WGD	YOR293W	3	44	4	281
SSD	YAL042W	3	44	5	282
SSD	YAL042W	3	44	6	282
WGD	YOR193W	3	44	7	283
WGD	YOR193W	3	44	8	283
SSD	YLL026W	3	44	9	284
SSD	YLL026W	3	44	10	284
WGD	YML074C	3	44	11	285
WGD	YML074C	3	44	12	285
WGD	YLR433C	3	44	13	286
WGD	YLR433C	3	44	14	286
WGD	YOR193W	3	44	15	287
WGD	YOR193W	3	44	16	287
SSD	YGL167C	3	44	17	288
SSD	YGL167C	3	44	18	288
SSD	YLR200W	3	44	19	289
SSD	YLR200W	3	44	20	289
SSD	YLR200W	3	44	21	290
SSD	YLR200W	3	44	22	290
WGD	YMR271C	3	44	23	291
WGD	YMR271C	3	44	24	291
SSD	YNL264C	3	44	25	292
SSD	YNL264C	3	44	26	292
SSD	YAL042W	3	44	27	293
SSD	YAL042W	3	44	28	293
WGD	YDL224C	3	44	29	294
WGD	YDL224C	3	44	30	294
control	control	3	44	31	NA
control	control	3	44	32	NA
control	control	3	45	1	NA
control	control	3	45	2	NA
SSD	YDR258C	3	45	3	295
SSD	YDR258C	3	45	4	295
SSD	YNL231C	3	45	5	296
SSD	YNL231C	3	45	6	296
WGD	YML106W	3	45	7	297
WGD	YML106W	3	45	8	297
SSD	YJL151C	3	45	9	298
SSD	YJL151C	3	45	10	298
SSD	YJL151C	3	45	11	299
SSD	YJL151C	3	45	12	299
SSD	YGL006W	3	45	13	300
SSD	YGL006W	3	45	14	300
empty	empty	3	45	15	301
empty	empty	3	45	16	301
empty	empty	3	45	17	302
empty	empty	3	45	18	302
empty	empty	3	45	19	303
empty	empty	3	45	20	303
empty	empty	3	45	21	304
empty	empty	3	45	22	304
empty	empty	3	45	23	305
empty	empty	3	45	24	305
empty	empty	3	45	25	306
empty	empty	3	45	26	306
empty	empty	3	45	27	307
empty	empty	3	45	28	307
empty	empty	3	45	29	308
empty	empty	3	45	30	308
control	control	3	45	31	NA
control	control	3	45	32	NA
control	control	3	46	1	NA
control	control	3	46	2	NA
SSD	YLL026W	3	46	3	295
SSD	YLL026W	3	46	4	295
SSD	YNL264C	3	46	5	296
SSD	YNL264C	3	46	6	296
WGD	YMR271C	3	46	7	297
WGD	YMR271C	3	46	8	297
SSD	YDR525W-A	3	46	9	298
SSD	YDR525W-A	3	46	10	298
SSD	YDR525W-A	3	46	11	299
SSD	YDR525W-A	3	46	12	299
SSD	YGL167C	3	46	13	300
SSD	YGL167C	3	46	14	300
empty	empty	3	46	15	301
empty	empty	3	46	16	301
empty	empty	3	46	17	302
empty	empty	3	46	18	302
empty	empty	3	46	19	303
empty	empty	3	46	20	303
empty	empty	3	46	21	304
empty	empty	3	46	22	304
empty	empty	3	46	23	305
empty	empty	3	46	24	305
empty	empty	3	46	25	306
empty	empty	3	46	26	306
empty	empty	3	46	27	307
empty	empty	3	46	28	307
empty	empty	3	46	29	308
empty	empty	3	46	30	308
control	control	3	46	31	NA
control	control	3	46	32	NA
control	control	3	47	1	NA
control	control	3	47	2	NA
control	control	3	47	3	NA
control	control	3	47	4	NA
control	control	3	47	5	NA
control	control	3	47	6	NA
control	control	3	47	7	NA
control	control	3	47	8	NA
control	control	3	47	9	NA
control	control	3	47	10	NA
control	control	3	47	11	NA
control	control	3	47	12	NA
control	control	3	47	13	NA
control	control	3	47	14	NA
control	control	3	47	15	NA
control	control	3	47	16	NA
control	control	3	47	17	NA
control	control	3	47	18	NA
control	control	3	47	19	NA
control	control	3	47	20	NA
control	control	3	47	21	NA
control	control	3	47	22	NA
control	control	3	47	23	NA
control	control	3	47	24	NA
control	control	3	47	25	NA
control	control	3	47	26	NA
control	control	3	47	27	NA
control	control	3	47	28	NA
control	control	3	47	29	NA
control	control	3	47	30	NA
control	control	3	47	31	NA
control	control	3	47	32	NA
control	control	3	48	1	NA
control	control	3	48	2	NA
control	control	3	48	3	NA
control	control	3	48	4	NA
control	control	3	48	5	NA
control	control	3	48	6	NA
control	control	3	48	7	NA
control	control	3	48	8	NA
control	control	3	48	9	NA
control	control	3	48	10	NA
control	control	3	48	11	NA
control	control	3	48	12	NA
control	control	3	48	13	NA
control	control	3	48	14	NA
control	control	3	48	15	NA
control	control	3	48	16	NA
control	control	3	48	17	NA
control	control	3	48	18	NA
control	control	3	48	19	NA
control	control	3	48	20	NA
control	control	3	48	21	NA
control	control	3	48	22	NA
control	control	3	48	23	NA
control	control	3	48	24	NA
control	control	3	48	25	NA
control	control	3	48	26	NA
control	control	3	48	27	NA
control	control	3	48	28	NA
control	control	3	48	29	NA
control	control	3	48	30	NA
control	control	3	48	31	NA
control	control	3	48	32	NA
