MATa orf_name	MATa gene_name	MATa type	MATalpha orf_name	MATalpha_gene_name	MATalpha type	intensity	z-score	PPV%
YPL087W	YDC1	0	YNR065C	YNR065C	0	28292	2.71444	99.2857143
YOR027W	STI1	0	YNL007C	SIS1	0	22141	2.71463	99.3506494
YGL077C	HNM1	0	YPR138C	MEP3	0	26998	2.71472	99.3103448
YDL168W	SFA1	0	YGL202W	ARO8	2	25250	2.7148	99.3333333
YBR084W	MIS1	0	YHR080C	YHR080C	1	21075	2.71484	99.3506494
YGR181W	TIM13	0	YJL174W	KRE9	0	20262	2.71524	98.1132075
YLR028C	ADE16	0	YJL026W	RNR2	2	20910	2.71546	98.1132075
YHR123W	EPT1	0	YDR233C	RTN1	3	29271	2.71555	99.2857143
YMR149W	SWP1	0	YPL227C	ALG5	0	24366	2.71556	99.3333333
YLR228C	ECM22	0	YCR042C	TAF2	1	20363	2.71561	98.1132075
YKR039W	GAP1	3	YNL323W	LEM3	0	37023	2.71563	99
YDR497C	ITR1	0	YHR007C	ERG11	0	22216	2.71582	99.3506494
YER145C	FTR1	0	YHR094C	HXT1	0	31383	2.71614	99
YKR039W	GAP1	3	YLR064W	YLR064W	3	37053	2.71656	99
YPR062W	FCY1	0	YNR065C	YNR065C	0	22470	2.71702	99.3506494
YMR293C	YMR293C	0	YER021W	RPN3	0	29911	2.71729	99.2857143
YKR039W	GAP1	3	YBR283C	SSH1	0	37082	2.71745	99
YOR327C	SNC2	0	YFL014W	HSP12	2	28258	2.71769	99.2857143
YJL117W	PHO86	0	YGL225W	VRG4	3	24664	2.71796	99.3333333
YMR123W	PKR1	0	YGL225W	VRG4	3	20738	2.71805	98.1132075
YHR123W	EPT1	0	YDR276C	PMP3	3	29325	2.71815	99.2857143
YDL053C	PBP4	0	YPL227C	ALG5	0	20839	2.71832	98.1132075
YMR105C	PGM2	0	YNR035C	ARC35	0	29036	2.71833	99.2857143
YLL043W	FPS1	0	YLR332W	MID2	0	24009	2.71857	99.3333333
YLR368W	MDM30	0	YKR076W	ECM4	1	28508	2.71875	99.2857143
YJR042W	NUP85	0	YFL014W	HSP12	2	23993	2.719	99.3464052
YDR331W	GPI8	0	YKL212W	SAC1	3	20952	2.71935	98.1132075
YFL005W	SEC4	0	YHR146W	CRP1	3	31243	2.71957	99
YDL222C	FMP45	0	YNL173C	MDG1	0	30437	2.71972	99.2647059
YER090W	TRP2	0	YBR234C	ARC40	0	25381	2.72012	99.3333333
YGR096W	TPC1	0	YOR211C	MGM1	1	26324	2.72026	99.3103448
YOR098C	NUP1	0	YHR080C	YHR080C	1	22280	2.72066	99.3506494
YML012W	ERV25	0	YBR068C	BAP2	0	24319	2.72073	99.3333333
YDR272W	GLO2	0	YFL014W	HSP12	2	26353	2.72082	99.3103448
YIL105C	SLM1	0	YDL222C	FMP45	0	30468	2.72128	99.2647059
YDL222C	FMP45	0	YDR497C	ITR1	0	30482	2.72152	99.2647059
YGL077C	HNM1	0	YML123C	PHO84	3	27125	2.72166	99.3006993
YKL054C	DEF1	0	YGL145W	TIP20	0	23917	2.72172	99.3464052
YNL154C	YCK2	0	YDR264C	AKR1	0	21341	2.72174	99.3506494
YDL056W	MBP1	0	YKR076W	ECM4	1	31819	2.72178	99
YGL048C	RPT6	0	YPL117C	IDI1	0	20615	2.72186	98.1132075
YGL120C	PRP43	0	YMR269W	YMR269W	0	26066	2.72189	99.3103448
YPR113W	PIS1	0	YEL001C	YEL001C	3	28346	2.72192	99.2857143
YCR014C	POL4	0	YLR182W	SWI6	0	22466	2.72215	99.3506494
YBR044C	TCM62	0	YFL040W	YFL040W	0	20782	2.72222	98.1132075
YPL004C	LSP1	0	YNR035C	ARC35	0	42975	2.72244	99
YIL027C	KRE27	0	YLR350W	ORM2	0	29015	2.72254	99.2857143
YOR229W	WTM2	0	YOR229W	WTM2	0	28436	2.72256	99.2857143
YMR272C	SCS7	0	YIL027C	KRE27	0	28763	2.72258	99.2857143
YER060W	FCY21	0	YKR076W	ECM4	1	23851	2.72275	99.3464052
YDL188C	PPH22	0	YCR042C	TAF2	1	24926	2.72276	99.3333333
YGL203C	KEX1	0	YBR068C	BAP2	0	22441	2.72302	99.3506494
YBR033W	YBR033W	0	YKR076W	ECM4	1	24683	2.72354	99.3333333
YBR106W	PHO88	0	YOR165W	SEY1	0	25647	2.72355	99.3333333
YFR024C-A	LSB3	0	YDR276C	PMP3	3	33465	2.7241	99
YPL210C	SRP72	0	YCL025C	AGP1	3	20418	2.72426	98.1132075
YJL117W	PHO86	0	YJR088C	YJR088C	3	24780	2.7244	99.3333333
YKL013C	ARC19	0	YNL138W	SRV2	0	29789	2.72442	99.2857143
YGL213C	SKI8	0	YGL213C	SKI8	0	27599	2.72442	99.3006993
YKL127W	PGM1	0	YOR211C	MGM1	1	23940	2.72456	99.3464052
YDR501W	PLM2	0	YGL137W	SEC27	0	28006	2.72464	99.2857143
YGR105W	VMA21	0	YHR007C	ERG11	0	25186	2.72469	99.3333333
YJR118C	ILM1	0	YBR106W	PHO88	0	20802	2.7247	98.1132075
YNL102W	POL1	0	YJL174W	KRE9	0	20920	2.72497	98.1132075
YHR104W	GRE3	0	YHR179W	OYE2	2	30225	2.72498	99.2647059
YML112W	CTK3	0	YLR424W	SPP382	0	21197	2.72505	99.3506494
YPL246C	RBD2	0	YDR342C	HXT7	3	25511	2.72509	99.3333333
YGR088W	CTT1	2	YML058W-A	HUG1	0	31251	2.72541	99
YPR113W	PIS1	0	YOR165W	SEY1	0	28432	2.72565	99.2857143
YBR169C	SSE2	0	YOR211C	MGM1	1	24376	2.72616	99.3333333
YNL098C	RAS2	0	YER070W	RNR1	2	29692	2.72635	99.2857143
YKR039W	GAP1	3	YGR055W	MUP1	0	37382	2.72668	99
YGL048C	RPT6	0	YJL124C	LSM1	1	20673	2.72673	98.1132075
YGL203C	KEX1	0	YML123C	PHO84	3	22496	2.72689	99.3506494
YGR105W	VMA21	0	YAL007C	ERP2	3	25232	2.72736	99.3333333
YBR043C	QDR3	0	YPL058C	PDR12	0	23518	2.72758	99.3464052
YPL253C	VIK1	0	YHR080C	YHR080C	1	23235	2.72773	99.3464052
YOR143C	THI80	0	YGL257C	MNT2	0	22327	2.72778	99.3506494
YNL138W	SRV2	0	YER070W	RNR1	2	28767	2.7281	99.2857143
YOR081C	TGL5	0	YDR276C	PMP3	3	20034	2.72811	98.1132075
YAR027W	UIP3	0	YCL056C	YCL056C	0	22328	2.72811	99.3506494
YNL112W	DBP2	0	YOR206W	NOC2	0	30889	2.72827	99.2647059
YNL243W	SLA2	0	YFL014W	HSP12	2	26882	2.72909	99.3103448
YFR001W	LOC1	0	YNL026W	SAM50	1	20383	2.72951	98.1132075
YDR196C	YDR196C	0	YIL124W	AYR1	0	22950	2.72952	99.3506494
YGL112C	TAF6	0	YGL256W	ADH4	0	21169	2.72957	99.3506494
YHR090C	YNG2	0	YHR080C	YHR080C	1	24085	2.72957	99.3333333
YOL147C	PEX11	0	YDL215C	GDH2	0	28244	2.73003	99.2857143
YDR032C	PST2	0	YML123C	PHO84	3	33365	2.73012	99
YHR178W	STB5	0	YHR080C	YHR080C	1	20313	2.73016	98.1132075
YGL203C	KEX1	0	YGL095C	VPS45	0	22543	2.73018	99.3506494
YGL207W	SPT16	0	YNR065C	YNR065C	0	29084	2.73046	99.2857143
YMR149W	SWP1	0	YAL007C	ERP2	3	24639	2.7307	99.3333333
YMR006C	PLB2	0	YHR080C	YHR080C	1	24639	2.73104	99.3333333
YOL147C	PEX11	0	YDR233C	RTN1	3	28265	2.73117	99.2857143
YHR146W	CRP1	3	YLL028W	TPO1	0	32557	2.73134	99
YGL120C	PRP43	0	YIL033C	BCY1	0	26236	2.73136	99.3103448
YKR065C	PAM17	0	YKR076W	ECM4	1	24303	2.73163	99.3333333
YGR257C	MTM1	0	YCL021W-A	YCL021W-A	0	20268	2.732	98.1132075
YNL192W	CHS1	0	YDR276C	PMP3	3	29139	2.73203	99.2857143
YOR089C	VPS21	0	YBR011C	IPP1	2	32747	2.73208	99
YOR032C	HMS1	0	YKR076W	ECM4	1	31021	2.73274	99
YDR501W	PLM2	0	YGR121C	MEP1	0	28170	2.73288	99.2857143
YDR189W	SLY1	0	YGL137W	SEC27	0	21926	2.73301	99.3506494
YDL170W	UGA3	0	YKR076W	ECM4	1	26877	2.73301	99.3103448
YIL009W	FAA3	0	YPL058C	PDR12	0	27013	2.73315	99.3006993
YER039C	HVG1	0	YHR080C	YHR080C	1	23100	2.73325	99.3464052
YIL105C	SLM1	0	YGR055W	MUP1	0	30743	2.73329	99.2647059
YJL148W	RPA34	0	YGL078C	DBP3	0	22253	2.73346	99.3506494
YBL011W	SCT1	0	YEL017C-A	PMP2	3	23940	2.73356	99.3464052
YGL090W	LIF1	0	YBL049W	MOH1	0	20626	2.73378	98.1132075
YPL262W	FUM1	0	YJL026W	RNR2	2	23643	2.73405	99.3464052
YJR040W	GEF1	0	YDR264C	AKR1	0	27603	2.7342	99.3006993
YHR178W	STB5	0	YKR076W	ECM4	1	20370	2.73439	98.1132075
YLR224W	YLR224W	0	YHR080C	YHR080C	1	20150	2.73439	98.1132075
YHR154W	RTT107	0	YBR296C-A	YBR296C-A	0	27635	2.7345	99.3006993
YCR021C	HSP30	0	YHR146W	CRP1	3	31263	2.73482	99
YER112W	LSM4	0	YDR293C	SSD1	0	26069	2.73497	99.3103448
YPR133C	SPN1	0	YKR076W	ECM4	1	21963	2.73524	99.3506494
YOR054C	VHS3	0	YHR146W	CRP1	3	23997	2.73525	99.3464052
YOR181W	LAS17	0	YHR016C	YSC84	0	30395	2.73543	99.2647059
YPR028W	YOP1	3	YGL167C	PMR1	3	26836	2.7358	99.3103448
YNL274C	YNL274C	0	YER070W	RNR1	2	20855	2.73592	98.1132075
YNL116W	DMA2	0	YOR393W	ERR1	0	26825	2.73617	99.3103448
YER088C	DOT6	0	YKR076W	ECM4	1	35624	2.73637	99
YMR105C	PGM2	0	YIL078W	THS1	2	29515	2.73675	99.2857143
YBR106W	PHO88	0	YGL225W	VRG4	3	25898	2.73733	99.3333333
YGR229C	SMI1	0	YAL026C	DRS2	0	35387	2.73747	99
YGR087C	PDC6	0	YER070W	RNR1	2	28022	2.73762	99.2857143
YMR256C	COX7	0	YHR078W	YHR078W	1	30091	2.73812	99.2647059
YNL274C	YNL274C	0	YHR179W	OYE2	2	20883	2.73831	98.1132075
YFL038C	YPT1	0	YOL125W	YOL125W	0	48382	2.73884	99
YGL014W	PUF4	0	YOR298C-A	MBF1	2	23635	2.73889	99.3464052
YDL029W	ARP2	0	YBR011C	IPP1	2	30964	2.7389	99.2647059
YIL027C	KRE27	0	YHR058C	MED6	0	29362	2.73896	99.2857143
YJL151C	SNA3	0	YER157W	COG3	0	23799	2.73896	99.3464052
YHR069C	RRP4	0	YOR046C	DBP5	1	25983	2.73911	99.3333333
YAL016W	TPD3	0	YMR105C	PGM2	0	30613	2.73929	99.2647059
YIL027C	KRE27	0	YBR106W	PHO88	0	29370	2.73934	99.2857143
YCR021C	HSP30	0	YDR011W	SNQ2	0	31375	2.7395	99
YDR501W	PLM2	0	YGR169C-A	YGR169C-A	0	28307	2.73973	99.2857143
YJL153C	INO1	0	YOR298C-A	MBF1	2	29848	2.73991	99.2857143
YLR082C	SRL2	0	YHR080C	YHR080C	1	25020	2.74013	99.3333333
YBR244W	GPX2	0	YHR146W	CRP1	3	35042	2.74027	99
YKL004W	AUR1	0	YDR264C	AKR1	0	27143	2.74034	99.3006993
YDL113C	ATG20	0	YBL017C	PEP1	0	36134	2.74055	99
YPL119C	DBP1	0	YML017W	PSP2	0	32909	2.7416	99
YBL020W	RFT1	0	YOR211C	MGM1	1	22149	2.74204	99.3506494
YNL091W	NST1	0	YNR052C	POP2	0	25346	2.74228	99.3333333
YDL222C	FMP45	0	YPL032C	SVL3	0	31007	2.7424	99
YCR030C	SYP1	0	YGR055W	MUP1	0	20019	2.7424	98.1132075
YDR275W	BSC2	0	YNR075C-A	YNR075C-A	0	27238	2.74242	99.3006993
YHR001W	OSH7	0	YNL283C	WSC2	0	26572	2.74278	99.3103448
YMR292W	GOT1	0	YHR039C	MSC7	0	23258	2.74312	99.3464052
YGL183C	MND1	0	YHR078W	YHR078W	1	26695	2.74328	99.3103448
YPR162C	ORC4	0	YOR211C	MGM1	1	22906	2.74334	99.3506494
YOR039W	CKB2	0	YOR061W	CKA2	0	25801	2.74343	99.3333333
YML086C	ALO1	0	YKL096W-A	CWP2	0	26153	2.74348	99.3103448
YKR039W	GAP1	3	YAL007C	ERP2	3	37937	2.74355	99
YHR094C	HXT1	0	YBR052C	RFS1	0	31970	2.74371	99
YDL160C	DHH1	0	YNL147W	LSM7	0	39187	2.74401	99
YCR030C	SYP1	0	YDL204W	RTN2	0	20042	2.74413	98.1132075
YDR032C	PST2	0	YGR155W	CYS4	2	33760	2.74454	99
YER089C	PTC2	0	YJL026W	RNR2	2	26705	2.7449	99.3103448
YIR026C	YVH1	0	YPR016C	TIF6	0	39374	2.74495	99
YJR042W	NUP85	0	YOR298C-A	MBF1	2	24404	2.7452	99.3333333
YNR003C	RPC34	0	YBR271W	YBR271W	0	21784	2.74567	99.3506494
YDR057W	YOS9	0	YCR042C	TAF2	1	22006	2.74604	99.3506494
YBR177C	EHT1	0	YKL065C	YET1	3	31411	2.74613	99
YNL313C	YNL313C	0	YOR133W	EFT1	0	27568	2.7465	99.3006993
YBR106W	PHO88	0	YCR034W	FEN1	3	26073	2.74686	99.3103448
YKL132C	RMA1	0	YHR080C	YHR080C	1	22186	2.74694	99.3506494
YGR203W	YGR203W	0	YJL026W	RNR2	2	25655	2.74736	99.3333333
YHR096C	HXT5	0	YIL121W	QDR2	0	24546	2.74762	99.3333333
YKR039W	GAP1	3	YMR241W	YHM2	0	38079	2.74782	99
YIL047C	SYG1	0	YBR207W	FTH1	0	29659	2.7479	99.2857143
YHR146W	CRP1	3	YOR153W	PDR5	0	33020	2.74818	99
YMR109W	MYO5	0	YLR332W	MID2	0	33265	2.74833	99
YBR106W	PHO88	0	YKL088W	YKL088W	0	26102	2.74844	99.3103448
YHR055C	CUP1-2	0	YGL202W	ARO8	2	41959	2.74848	99
YCR084C	TUP1	0	YBR112C	CYC8	0	29219	2.74854	99.2857143
YOR261C	RPN8	0	YPL117C	IDI1	0	20121	2.74874	98.1132075
YML086C	ALO1	0	YML058W-A	HUG1	0	26268	2.74882	99.3103448
YIL043C	CBR1	0	YJR088C	YJR088C	3	20957	2.74908	98.1132075
YOR327C	SNC2	0	YJL060W	BNA3	0	29025	2.7494	99.2857143
YML051W	GAL80	0	YML051W	GAL80	0	37082	2.74986	99
YHR057C	CPR2	0	YHR080C	YHR080C	1	23410	2.74988	99.3464052
YMR215W	GAS3	0	YCR042C	TAF2	1	20387	2.74992	98.1132075
YFR025C	HIS2	0	YOR211C	MGM1	1	29396	2.75	99.2857143
YDR022C	CIS1	0	YKR076W	ECM4	1	22513	2.75101	99.3506494
YDR293C	SSD1	0	YER043C	SAH1	2	33153	2.75143	99
YMR272C	SCS7	0	YPR028W	YOP1	3	29410	2.75209	99.2857143
YMR105C	PGM2	0	YOR046C	DBP5	1	29926	2.75231	99.2857143
YGL133W	ITC1	0	YOR211C	MGM1	1	25823	2.75261	99.3333333
YDL160C	DHH1	0	YOR298C-A	MBF1	2	39494	2.75263	99
YMR292W	GOT1	0	YDR264C	AKR1	0	23419	2.75265	99.3464052
YMR149W	SWP1	0	YML055W	SPC2	0	25047	2.75303	99.3333333
YIL121W	QDR2	0	YIL121W	QDR2	0	23605	2.75307	99.3464052
YKL140W	TGL1	0	YPR035W	GLN1	2	20540	2.75339	98.1132075
YMR256C	COX7	0	YOR211C	MGM1	1	30422	2.75366	99.2647059
YLR258W	GSY2	0	YPR184W	GDB1	0	31236	2.75376	99
YLR056W	ERG3	0	YJR088C	YJR088C	3	43205	2.75377	99
YFR040W	SAP155	0	YMR120C	ADE17	0	24084	2.75402	99.3333333
YGL006W	PMC1	0	YGL023C	PIB2	0	22452	2.75415	99.3506494
YLL001W	DNM1	0	YGL202W	ARO8	2	24420	2.7543	99.3333333
YCR021C	HSP30	0	YDR276C	PMP3	3	31737	2.75451	99
YGL133W	ITC1	0	YFR010W	UBP6	0	25858	2.75462	99.3333333
YOR027W	STI1	0	YKL054C	DEF1	0	22796	2.75493	99.3506494
YJL117W	PHO86	0	YDL122W	UBP1	3	25339	2.75499	99.3333333
YIL016W	SNL1	0	YML048W	GSF2	3	26094	2.75553	99.3103448
YOR117W	RPT5	0	YHR027C	RPN1	0	20920	2.75602	98.1132075
YDR308C	SRB7	0	YKR076W	ECM4	1	24280	2.7561	99.3333333
YEL031W	SPF1	3	YMR058W	FET3	0	25326	2.75611	99.3333333
YBR207W	FTH1	0	YKR039W	GAP1	3	30070	2.75639	99.2647059
YDR501W	PLM2	0	YDR011W	SNQ2	0	28644	2.75644	99.2857143
YKL193C	SDS22	0	YLR079W	SIC1	0	27559	2.75646	99.3006993
YML086C	ALO1	0	YMR120C	ADE17	0	26437	2.75663	99.3103448
YGR095C	RRP46	0	YOR046C	DBP5	1	24995	2.75664	99.3333333
YKR072C	SIS2	0	YEL017C-A	PMP2	3	30652	2.75671	99.2647059
YJL151C	SNA3	0	YOR332W	VMA4	2	24107	2.75773	99.3333333
YGR257C	MTM1	0	YOR211C	MGM1	1	20558	2.75789	98.1132075
YMR149W	SWP1	0	YML125C	PGA3	3	25139	2.75802	99.3333333
YEL031W	SPF1	3	YGL010W	YGL010W	0	25361	2.75804	99.3333333
YPR138C	MEP3	0	YPL221W	FLC1	0	23025	2.75832	99.3464052
YOR276W	CAF20	0	YOR332W	VMA4	2	22303	2.75844	99.3506494
YML092C	PRE8	0	YPR035W	GLN1	2	21905	2.75847	99.3506494
YGL077C	HNM1	0	YKL094W	YJU3	0	27811	2.75861	99.3006993
YGR060W	ERG25	0	YAL007C	ERP2	3	32783	2.75894	99
YKL087C	CYT2	0	YHR080C	YHR080C	1	23100	2.759	99.3464052
YNL106C	INP52	0	YBR234C	ARC40	0	30569	2.7593	99.2647059
YHR001W	OSH7	0	YER020W	GPA2	0	26898	2.75949	99.3103448
YOR061W	CKA2	0	YER043C	SAH1	2	21390	2.75966	99.3506494
YOR350C	MNE1	0	YHR080C	YHR080C	1	22381	2.76002	99.3506494
YEL031W	SPF1	3	YBR036C	CSG2	0	25399	2.76013	99.3333333
YLR215C	CDC123	0	YCR042C	TAF2	1	21265	2.76023	99.3506494
YGR055W	MUP1	0	YNL283C	WSC2	0	23188	2.76025	99.3464052
YAL014C	SYN8	0	YHR080C	YHR080C	1	21104	2.76029	99.3506494
YOR254C	SEC63	3	YHR080C	YHR080C	1	20161	2.76044	98.1132075
YMR015C	ERG5	0	YEL063C	CAN1	3	29076	2.76045	99.2857143
YLR386W	VAC14	0	YHR080C	YHR080C	1	28060	2.76056	99.2857143
YGL213C	SKI8	0	YOR046C	DBP5	1	28326	2.76095	99.2857143
YBR177C	EHT1	0	YBR002C	RER2	0	31833	2.76121	99
YIL109C	SEC24	0	YNL049C	SFB2	0	20578	2.76132	98.1132075
YGL055W	OLE1	0	YML048W	GSF2	3	30880	2.76148	99.2647059
YMR019W	STB4	0	YHR080C	YHR080C	1	21411	2.76236	99.3506494
YKL004W	AUR1	0	YDR276C	PMP3	3	27590	2.76258	99.3006993
YLL052C	AQY2	0	YHR080C	YHR080C	1	23117	2.76259	99.3464052
YMR008C	PLB1	0	YHR080C	YHR080C	1	24719	2.76259	99.3333333
YLR345W	YLR345W	0	YJL026W	RNR2	2	29451	2.76285	99.2857143
YDR508C	GNP1	3	YDR345C	HXT3	3	21167	2.76308	99.3506494
YOR054C	VHS3	0	YML016C	PPZ1	0	24514	2.76315	99.3333333
YLR370C	ARC18	0	YLR337C	VRP1	0	31885	2.76333	99
YDL164C	CDC9	0	YOR046C	DBP5	1	22370	2.76333	99.3506494
YNL190W	YNL190W	0	YEL063C	CAN1	3	39071	2.76337	99
YDR032C	PST2	0	YOR298C-A	MBF1	2	34284	2.76341	99
YPL004C	LSP1	0	YNL007C	SIS1	0	44627	2.76402	99
YBR263W	SHM1	0	YCR042C	TAF2	1	24104	2.76423	99.3333333
YKR039W	GAP1	3	YPL246C	RBD2	0	38636	2.76445	99
YLR320W	MMS22	0	YOR046C	DBP5	1	23520	2.76447	99.3464052
YMR149W	SWP1	0	YCR069W	CPR4	0	25264	2.76476	99.3333333
YBR169C	SSE2	0	YGR155W	CYS4	2	24976	2.76483	99.3333333
YDR296W	MHR1	0	YCR028C-A	RIM1	0	24427	2.76503	99.3333333
YMR015C	ERG5	0	YAR002C-A	ERP1	0	29183	2.76516	99.2857143
YML086C	ALO1	0	YOR046C	DBP5	1	26623	2.76518	99.3103448
YDR358W	GGA1	0	YKR076W	ECM4	1	26691	2.76562	99.3103448
YDR434W	GPI17	0	YLR088W	GAA1	0	22130	2.76562	99.3506494
YJR042W	NUP85	0	YDR233C	RTN1	3	24732	2.76579	99.3333333
YDL223C	HBT1	0	YFL014W	HSP12	2	21142	2.76601	99.3506494
YIL121W	QDR2	0	YBR052C	RFS1	0	23829	2.7663	99.3464052
YDL052C	SLC1	0	YMR152W	YIM1	0	22659	2.76688	99.3506494
YGL003C	CDH1	0	YKR076W	ECM4	1	24051	2.76708	99.3333333
YBR106W	PHO88	0	YNL052W	COX5A	3	26449	2.76713	99.3103448
YBR084W	MIS1	0	YBR154C	RPB5	0	21771	2.76729	99.3506494
YOR295W	UAF30	0	YKR076W	ECM4	1	21330	2.76847	99.3506494
YDR388W	RVS167	0	YBR234C	ARC40	0	35298	2.76882	99
YMR149W	SWP1	0	YKL046C	DCW1	0	25341	2.7689	99.3333333
YJL006C	CTK2	0	YLR196W	PWP1	0	20584	2.7692	98.1132075
YML012W	ERV25	0	YBR241C	YBR241C	0	25242	2.76954	99.3333333
YIR026C	YVH1	0	YBR267W	REI1	0	40234	2.76965	99
YER145C	FTR1	0	YHR096C	HXT5	0	32753	2.7699	99
YGL027C	CWH41	0	YER070W	RNR1	2	32531	2.76994	99
YLR350W	ORM2	0	YAL007C	ERP2	3	43008	2.77004	99
YML055W	SPC2	0	YML055W	SPC2	0	20133	2.77009	98.1132075
YCR028C-A	RIM1	0	YDR342C	HXT7	3	35124	2.77056	99
YEL002C	WBP1	0	YML012W	ERV25	0	32806	2.77086	99
YJR143C	PMT4	0	YKR076W	ECM4	1	21941	2.77108	99.3506494
YDR196C	YDR196C	0	YHR146W	CRP1	3	23556	2.77128	99.3464052
YGR280C	PXR1	0	YDL208W	NHP2	0	35769	2.77131	99
YNL098C	RAS2	0	YBR011C	IPP1	2	30644	2.77147	99.2647059
YGL178W	MPT5	0	YNR052C	POP2	0	32571	2.7715	99
YLR100W	ERG27	0	YKL212W	SAC1	3	27746	2.77162	99.3006993
YHR152W	SPO12	0	YNL026W	SAM50	1	29656	2.77164	99.2857143
YBR129C	OPY1	0	YKR076W	ECM4	1	21366	2.77177	99.3506494
YMR221C	YMR221C	0	YHR080C	YHR080C	1	20834	2.77199	98.1132075
YOR281C	PLP2	0	YJL026W	RNR2	2	40372	2.77271	99
YIR037W	HYR1	0	YBL039W-A	YBL039W-A	0	35431	2.77329	99
YER112W	LSM4	0	YOR204W	DED1	0	26845	2.77347	99.3103448
YDR346C	SVF1	0	YDR479C	PEX29	0	23026	2.77361	99.3464052
YGR189C	CRH1	0	YHR080C	YHR080C	1	23087	2.77477	99.3464052
YAR027W	UIP3	0	YOR211C	MGM1	1	22964	2.77488	99.3506494
YIL135C	VHS2	0	YLR064W	YLR064W	3	28359	2.77497	99.2857143
YML016C	PPZ1	0	YDR342C	HXT7	3	29437	2.77519	99.2857143
YDL192W	ARF1	0	YFR051C	RET2	0	38895	2.77531	99
YOL105C	WSC3	0	YAL053W	FLC2	0	28079	2.77541	99.2857143
YMR149W	SWP1	0	YKL088W	YKL088W	0	25463	2.77543	99.3333333
YHR205W	SCH9	0	YDR364C	CDC40	0	22745	2.77568	99.3506494
YER145C	FTR1	0	YBR086C	IST2	3	32911	2.77595	99
YLR450W	HMG2	0	YPL139C	UME1	0	24783	2.77606	99.3333333
YNL275W	YNL275W	0	YHR080C	YHR080C	1	20019	2.7761	98.1132075
YNL322C	KRE1	0	YER070W	RNR1	2	47873	2.77635	99
YGL207W	SPT16	0	YDR346C	SVF1	0	30220	2.77653	99.2647059
YLR215C	CDC123	0	YDR479C	PEX29	0	21502	2.77668	99.3506494
YKL088W	YKL088W	0	YHR007C	ERG11	0	36315	2.77677	99
YLR350W	ORM2	0	YHR146W	CRP1	3	43271	2.77702	99
YKR008W	RSC4	0	YHR080C	YHR080C	1	25905	2.77702	99.3333333
YBR289W	SNF5	0	YHR080C	YHR080C	1	25395	2.77703	99.3333333
YNL283C	WSC2	0	YGL077C	HNM1	0	30246	2.77745	99.2647059
YPR189W	SKI3	0	YPR189W	SKI3	0	32561	2.77775	99
YNL190W	YNL190W	0	YIL090W	ICE2	3	39554	2.77805	99
YHR123W	EPT1	0	YAR002C-A	ERP1	0	30602	2.77816	99.2647059
YDR322C-A	TIM11	0	YCR042C	TAF2	1	23722	2.77871	99.3464052
YPR186C	PZF1	0	YKR076W	ECM4	1	21366	2.77948	99.3506494
YLR082C	SRL2	0	YOL138C	YOL138C	0	25726	2.77956	99.3333333
YIR030C	DCG1	0	YDR352W	YDR352W	0	20854	2.78004	98.1132075
YEL031W	SPF1	3	YDR307W	YDR307W	3	25766	2.78019	99.3333333
YLR258W	GSY2	0	YPR035W	GLN1	2	31884	2.78026	99
YEL066W	HPA3	0	YHR080C	YHR080C	1	22491	2.78037	99.3506494
YML072C	TCB3	0	YGR281W	YOR1	0	21501	2.78064	99.3506494
YKR039W	GAP1	3	YIR038C	GTT1	0	39191	2.78078	99
YGR055W	MUP1	0	YNL268W	LYP1	0	23517	2.78085	99.3464052
YOR350C	MNE1	0	YNL026W	SAM50	1	22681	2.78119	99.3506494
YMR292W	GOT1	0	YOR165W	SEY1	0	23910	2.78132	99.3464052
YIL030C	SSM4	0	YKR076W	ECM4	1	25765	2.78153	99.3333333
YIL143C	SSL2	0	YBR234C	ARC40	0	33257	2.78156	99
YHR007C	ERG11	0	YLR144C	ACF2	0	37391	2.78175	99
YOL059W	GPD2	0	YER070W	RNR1	2	30436	2.78191	99.2647059
YMR010W	YMR010W	0	YOR069W	VPS5	0	31680	2.78193	99
YDR129C	SAC6	0	YGR094W	VAS1	2	45055	2.78202	99
YGR181W	TIM13	0	YHR078W	YHR078W	1	21085	2.78266	99.3506494
YJR122W	CAF17	0	YNL295W	YNL295W	0	30297	2.78272	99.2647059
YIL033C	BCY1	0	YJL026W	RNR2	2	55976	2.78277	99
YDR032C	PST2	0	YLR237W	THI7	0	34831	2.78281	99
YMR275C	BUL1	0	YKR076W	ECM4	1	26894	2.78294	99.3103448
YAL017W	PSK1	0	YLL061W	MMP1	0	23601	2.78295	99.3464052
YPL120W	VPS30	0	YCR042C	TAF2	1	22312	2.78334	99.3506494
YKL144C	RPC25	0	YCR028C-A	RIM1	0	23362	2.78353	99.3464052
YPR028W	YOP1	3	YAR002C-A	ERP1	0	27831	2.78396	99.3006993
YGR281W	YOR1	0	YLR413W	YLR413W	0	20026	2.784	98.1132075
YGR191W	HIP1	0	YJL002C	OST1	3	21089	2.78404	99.3506494
YCR021C	HSP30	0	YLR454W	YLR454W	0	32463	2.7841	99
YDL160C	DHH1	0	YHR121W	LSM12	0	40647	2.78442	99
YDL063C	YDL063C	0	YNL229C	URE2	0	22961	2.78458	99.3506494
YPL246C	RBD2	0	YML018C	YML018C	0	26646	2.78462	99.3103448
YKL212W	SAC1	3	YBR106W	PHO88	0	28949	2.78476	99.2857143
