MATa orf_name	MATa gene_name	MATa type	MATalpha orf_name	MATalpha_gene_name	MATalpha type	intensity	z-score	PPV%
YHR084W	STE12	0	YOR306C	MCH5	0	22034	2.4174	96.5317919
YML123C	PHO84	3	YKL212W	SAC1	3	24063	2.41767	97.5460123
YPR028W	YOP1	3	YKR082W	NUP133	0	21101	2.41781	95.4545455
YBR169C	SSE2	0	YGL257C	MNT2	0	20081	2.41792	93.5135135
YPL004C	LSP1	0	YEL071W	DLD3	0	32605	2.41805	98
YLR330W	CHS5	0	YGR155W	CYS4	2	23160	2.41808	97.6047904
YFL047W	RGD2	0	YCR094W	CDC50	0	25772	2.41873	97.5308642
YDR318W	MCM21	0	YCL033C	YCL033C	0	20061	2.41885	93.5135135
YNL117W	MLS1	2	YBR011C	IPP1	2	20047	2.419	93.5135135
YCR092C	MSH3	0	YCL056C	YCL056C	0	24285	2.41924	97.5460123
YNL197C	WHI3	0	YOR298C-A	MBF1	2	20873	2.41926	93.5135135
YPR028W	YOP1	3	YGR284C	ERV29	0	21126	2.41937	95.4545455
YNL166C	BNI5	0	YHR080C	YHR080C	1	26863	2.41938	97.4025974
YJL061W	NUP82	0	YKR076W	ECM4	1	22325	2.41951	96.5317919
YHR062C	RPP1	0	YPL227C	ALG5	0	20341	2.41952	93.5135135
YIL063C	YRB2	0	YNL083W	SAL1	0	21347	2.41966	95.4545455
YHR163W	SOL3	0	YGR155W	CYS4	2	24158	2.41991	97.5460123
YLR079W	SIC1	0	YDR086C	SSS1	0	27102	2.41995	98
YBR267W	REI1	0	YOR360C	PDE2	0	21340	2.42002	95.4545455
YML016C	PPZ1	0	YPL221W	FLC1	0	23101	2.42026	97.6047904
YDL160C	DHH1	0	YOR204W	DED1	0	29236	2.42034	97.9591837
YPR179C	HDA3	0	YDR364C	CDC40	0	20578	2.42034	93.5135135
YLR350W	ORM2	0	YLL023C	YLL023C	3	31696	2.42055	98
YMR120C	ADE17	0	YCL037C	SRO9	0	22345	2.42097	96.5317919
YLR191W	PEX13	0	YDL065C	PEX19	0	25231	2.42127	97.5308642
YOR273C	TPO4	0	YDR342C	HXT7	3	22895	2.4213	96.5317919
YDL076C	RXT3	0	YPL082C	MOT1	0	20242	2.42151	93.5135135
YMR153W	NUP53	0	YHR080C	YHR080C	1	20744	2.42155	93.5135135
YDR183W	PLP1	0	YER021W	RPN3	0	21327	2.42164	95.4545455
YJL153C	INO1	0	YNL138W	SRV2	0	23507	2.42165	97.6047904
YMR105C	PGM2	0	YIL138C	TPM2	0	22309	2.42171	96.5317919
YER129W	SAK1	0	YHR080C	YHR080C	1	21911	2.42199	95.4545455
YLR370C	ARC18	0	YER070W	RNR1	2	24149	2.42201	97.5460123
YHR006W	STP2	0	YOL147C	PEX11	0	22361	2.42215	96.5317919
YOR181W	LAS17	0	YFR024C-A	LSB3	0	23845	2.42222	97.6047904
YNL098C	RAS2	0	YFR004W	RPN11	0	24005	2.42231	97.5460123
YGR284C	ERV29	0	YBR086C	IST2	3	25832	2.4224	97.5308642
YDR503C	LPP1	0	YER113C	YER113C	0	23577	2.42262	97.6047904
YBR200W	BEM1	0	YDR166C	SEC5	0	23553	2.42276	97.6047904
YGR060W	ERG25	0	YLR378C	SEC61	0	26115	2.42286	97.4025974
YFL025C	BST1	0	YLR045C	STU2	0	21269	2.42337	95.4545455
YDR318W	MCM21	0	YNL183C	NPR1	0	20134	2.4234	93.5135135
YOR357C	SNX3	0	YHR080C	YHR080C	1	21260	2.42346	95.4545455
YER112W	LSM4	0	YBR011C	IPP1	2	20566	2.4238	93.5135135
YDR011W	SNQ2	0	YER026C	CHO1	3	35382	2.4238	98
YLR100W	ERG27	0	YPL145C	KES1	0	21228	2.42383	95.4545455
YJL153C	INO1	0	YDR226W	ADK1	0	23555	2.42437	97.6047904
YHR154W	RTT107	0	YGL252C	RTG2	0	22311	2.42441	96.5317919
YPL059W	GRX5	0	YHR078W	YHR078W	1	24685	2.42474	97.5460123
YJL089W	SIP4	0	YLR272C	YCS4	0	20066	2.42481	93.5135135
YEL063C	CAN1	3	YDR524C-B	YDR524C-B	3	21542	2.42486	95.4545455
YHR096C	HXT5	0	YLR413W	YLR413W	0	20192	2.42499	93.5135135
YDR284C	DPP1	0	YPR036W	VMA13	0	33477	2.42503	98
YKR091W	SRL3	0	YHR080C	YHR080C	1	24657	2.42536	97.5460123
YJL020C	BBC1	0	YDR233C	RTN1	3	23222	2.42552	97.6047904
YIL101C	XBP1	0	YOR046C	DBP5	1	28383	2.42552	97.9591837
YBL075C	SSA3	0	YPL117C	IDI1	0	36811	2.42597	98
YDL155W	CLB3	0	YOR046C	DBP5	1	20912	2.42605	93.5135135
YNL283C	WSC2	0	YDL222C	FMP45	0	23727	2.42617	97.6047904
YLR270W	DCS1	0	YMR120C	ADE17	0	26048	2.42623	97.4025974
YFL005W	SEC4	0	YJL026W	RNR2	2	24573	2.42647	97.5460123
YPR055W	SEC8	0	YNL229C	URE2	0	21834	2.42671	95.4545455
YCR084C	TUP1	0	YER077C	YER077C	0	22574	2.42696	96.5317919
YOL059W	GPD2	0	YPR035W	GLN1	2	22957	2.42704	96.5317919
YMR120C	ADE17	0	YER070W	RNR1	2	22456	2.42747	96.5317919
YJL092W	HPR5	0	YKR076W	ECM4	1	22456	2.42758	96.5317919
YKR008W	RSC4	0	YLR045C	STU2	0	20286	2.42779	93.5135135
YOR095C	RKI1	0	YER070W	RNR1	2	23040	2.42804	97.6047904
YBR172C	SMY2	0	YGL211W	NCS6	0	20784	2.42808	93.5135135
YKL037W	YKL037W	0	YJL124C	LSM1	1	25443	2.42817	97.5308642
YKL038W	RGT1	0	YLR182W	SWI6	0	20906	2.42822	93.5135135
YMR010W	YMR010W	0	YDR497C	ITR1	0	24037	2.42854	97.5460123
YKL026C	GPX1	0	YGL113W	SLD3	0	24904	2.42859	97.5460123
YJR025C	BNA1	0	YER070W	RNR1	2	21264	2.42883	95.4545455
YOR033C	EXO1	0	YER076C	YER076C	0	21242	2.42895	95.4545455
YMR153W	NUP53	0	YDR479C	PEX29	0	20835	2.42896	93.5135135
YDR072C	IPT1	0	YMR115W	YMR115W	0	21222	2.42943	95.4545455
YGL077C	HNM1	0	YCR021C	HSP30	0	22266	2.42961	96.5317919
YDR507C	GIN4	0	YDR011W	SNQ2	0	20154	2.42978	93.5135135
YGR060W	ERG25	0	YPL274W	SAM3	3	26239	2.42986	97.4025974
YLR160C	ASP3-4	0	YFL003C	MSH4	0	23037	2.43003	97.6047904
YDR320C	SWA2	0	YOR211C	MGM1	1	23351	2.43024	97.6047904
YOR315W	SFG1	0	YNL229C	URE2	0	22200	2.4303	96.5317919
YOR321W	PMT3	0	YCR042C	TAF2	1	21174	2.43036	95.4545455
YJR108W	ABM1	0	YGR120C	COG2	0	23832	2.43042	97.6047904
YHR096C	HXT5	0	YHL016C	DUR3	0	20259	2.43046	93.5135135
YKR039W	GAP1	3	YCR034W	FEN1	3	28867	2.43076	97.9591837
YNL106C	INP52	0	YFR024C-A	LSB3	0	24141	2.43077	97.5460123
YDL192W	ARF1	0	YBL029C-A	YBL029C-A	0	28208	2.43079	97.9591837
YLR395C	COX8	0	YOR046C	DBP5	1	20434	2.43093	93.5135135
YHR007C	ERG11	0	YDR434W	GPI17	0	27283	2.43093	98
YMR105C	PGM2	0	YGL206C	CHC1	0	22497	2.43116	96.5317919
YPL283C	YRF1-7	0	YOR094W	ARF3	0	21241	2.4314	95.4545455
YDR192C	NUP42	0	YCR028C-A	RIM1	0	20110	2.4322	93.5135135
YOL027C	MDM38	0	YCR028C-A	RIM1	0	21426	2.43224	95.4545455
YMR125W	STO1	0	YKR076W	ECM4	1	25978	2.43226	97.5308642
YNL112W	DBP2	0	YHR052W	CIC1	0	24043	2.4324	97.5460123
YIL143C	SSL2	0	YMR105C	PGM2	0	25342	2.43255	97.5308642
YPL087W	YDC1	0	YER053C-A	YER053C-A	3	22982	2.43269	96.5317919
YDR032C	PST2	0	YDL222C	FMP45	0	26177	2.43282	97.4025974
YDL030W	PRP9	0	YDL031W	DBP10	0	22538	2.43292	96.5317919
YLR234W	TOP3	0	YKR076W	ECM4	1	23148	2.43325	97.6047904
YLR089C	YLR089C	0	YDR479C	PEX29	0	25804	2.43332	97.5308642
YNL288W	CAF40	0	YPR072W	NOT5	0	29424	2.43354	97.9591837
YAL029C	MYO4	0	YOR360C	PDE2	0	22220	2.43354	96.5317919
YDL213C	NOP6	0	YOR211C	MGM1	1	27393	2.43358	98
YLL016W	YLL016W	0	YOL090W	MSH2	0	26331	2.43358	97.4025974
YGR105W	VMA21	0	YGR105W	VMA21	0	20637	2.43364	93.5135135
YIL016W	SNL1	0	YOR094W	ARF3	0	20573	2.43365	93.5135135
YJL019W	MPS3	0	YKR076W	ECM4	1	21140	2.4337	95.4545455
YDR350C	TCM10	0	YNR075C-A	YNR075C-A	0	26603	2.43378	97.4025974
YGL240W	DOC1	0	YKL210W	UBA1	2	20028	2.43415	93.5135135
YGL055W	OLE1	0	YDR276C	PMP3	3	24497	2.43431	97.5460123
YNL187W	YNL187W	0	YDL085W	NDE2	0	26240	2.43442	97.4025974
YLR370C	ARC18	0	YML058W-A	HUG1	0	24395	2.43446	97.5460123
YNL336W	COS1	0	YKR039W	GAP1	3	25201	2.43452	97.5308642
YIL036W	CST6	0	YPL117C	IDI1	0	25515	2.43467	97.5308642
YDR264C	AKR1	0	YJL026W	RNR2	2	25433	2.43478	97.5308642
YIL143C	SSL2	0	YJL153C	INO1	0	25388	2.43488	97.5308642
YGL263W	COS12	0	YLR272C	YCS4	0	24357	2.43498	97.5460123
YOR273C	TPO4	0	YJL002C	OST1	3	23108	2.43528	97.6047904
YKR101W	SIR1	0	YOR211C	MGM1	1	27406	2.43547	98
YDR365C	ESF1	0	YDL208W	NHP2	0	22833	2.43571	96.5317919
YJR127C	RSF2	0	YOL090W	MSH2	0	20480	2.43581	93.5135135
YCR021C	HSP30	0	YKR003W	OSH6	0	24876	2.43585	97.5460123
YKR101W	SIR1	0	YCL021W-A	YCL021W-A	0	27417	2.43597	98
YKL004W	AUR1	0	YER157W	COG3	0	21706	2.43601	95.4545455
YDL168W	SFA1	0	YNL085W	MKT1	0	20399	2.43601	93.5135135
YGR222W	PET54	0	YHR080C	YHR080C	1	21958	2.43611	95.4545455
YML132W	COS3	0	YHR080C	YHR080C	1	20402	2.43618	93.5135135
YMR153W	NUP53	0	YNR028W	CPR8	0	20924	2.43618	93.5135135
YHR046C	INM1	0	YJL148W	RPA34	0	20984	2.43646	93.5135135
YGR229C	SMI1	0	YGL077C	HNM1	0	27973	2.43647	98
YPR113W	PIS1	0	YPL227C	ALG5	0	22484	2.43654	96.5317919
YFR003C	YPI1	0	YOL090W	MSH2	0	20775	2.43658	93.5135135
YER174C	GRX4	0	YOR046C	DBP5	1	24333	2.43672	97.5460123
YEL031W	SPF1	3	YPL227C	ALG5	0	20158	2.43699	93.5135135
YMR211W	DML1	0	YKR076W	ECM4	1	23602	2.43713	97.6047904
YDR477W	SNF1	0	YDR028C	REG1	0	26700	2.43735	97.4025974
YMR016C	SOK2	0	YIL033C	BCY1	0	24488	2.43782	97.5460123
YKR039W	GAP1	3	YNL156C	NSG2	3	29052	2.43807	97.9591837
YER040W	GLN3	0	YDL031W	DBP10	0	20057	2.43842	93.5135135
YHR104W	GRE3	0	YML086C	ALO1	0	24049	2.43845	97.5460123
YNL052W	COX5A	3	YCR042C	TAF2	1	20179	2.43859	93.5135135
YBR135W	CKS1	0	YKR076W	ECM4	1	22502	2.4386	96.5317919
YGR060W	ERG25	0	YDR508C	GNP1	3	26396	2.43868	97.4025974
YFL053W	DAK2	0	YBR097W	VPS15	0	25904	2.43872	97.5308642
YDR016C	DAD1	0	YOR046C	DBP5	1	21876	2.43873	95.4545455
YIL063C	YRB2	0	YKR076W	ECM4	1	21642	2.43875	95.4545455
YDR272W	GLO2	0	YJL153C	INO1	0	21268	2.43876	95.4545455
YER172C	BRR2	0	YKR076W	ECM4	1	21689	2.43902	95.4545455
YOL016C	CMK2	0	YER043C	SAH1	2	21419	2.43917	95.4545455
YPL087W	YDC1	0	YBR241C	YBR241C	0	23100	2.43963	97.6047904
YER090W	TRP2	0	YGL125W	MET13	2	20647	2.43998	93.5135135
YJR076C	CDC11	0	YER020W	GPA2	0	21043	2.43999	95.4545455
YJL073W	JEM1	0	YNL026W	SAM50	1	20695	2.44001	93.5135135
YBR233W-A	DAD3	0	YKR076W	ECM4	1	27299	2.44036	98
YNL322C	KRE1	0	YKR039W	GAP1	3	36478	2.44041	98
YCR021C	HSP30	0	YKL065C	YET1	3	24965	2.44053	97.5460123
YPR086W	SUA7	0	YCR042C	TAF2	1	20290	2.44084	93.5135135
YGL077C	HNM1	0	YNL087W	TCB2	0	22437	2.44093	96.5317919
YDL215C	GDH2	0	YGL137W	SEC27	0	22813	2.44106	96.5317919
YDR100W	TVP15	0	YGL077C	HNM1	0	24281	2.44106	97.5460123
YNL243W	SLA2	0	YCR030C	SYP1	0	21849	2.44114	95.4545455
YMR227C	TAF7	0	YJL124C	LSM1	1	24112	2.44116	97.5460123
YBR177C	EHT1	0	YFL014W	HSP12	2	23984	2.44127	97.6047904
YGL035C	MIG1	0	YER021W	RPN3	0	22646	2.44132	96.5317919
YEL039C	CYC7	0	YGL078C	DBP3	0	26131	2.4416	97.4025974
YPR113W	PIS1	0	YLR350W	ORM2	0	22583	2.44195	96.5317919
YBR283C	SSH1	0	YLL023C	YLL023C	3	20090	2.44219	93.5135135
YML007W	YAP1	0	YKR076W	ECM4	1	20499	2.44223	93.5135135
YGL133W	ITC1	0	YCL056C	YCL056C	0	20934	2.44249	93.5135135
YGL256W	ADH4	0	YER021W	RPN3	0	22196	2.44271	96.5317919
YML046W	PRP39	0	YPL139C	UME1	0	20469	2.4435	93.5135135
YGR037C	ACB1	0	YGL125W	MET13	2	23984	2.44356	97.6047904
YLR260W	LCB5	0	YLR213C	CRR1	0	24657	2.44372	97.5460123
YOR357C	SNX3	0	YDR276C	PMP3	3	21575	2.44385	95.4545455
YOR301W	RAX1	0	YDL235C	YPD1	0	24539	2.4439	97.5460123
YHR154W	RTT107	0	YKR076W	ECM4	1	22615	2.44402	96.5317919
YOR033C	EXO1	0	YOR211C	MGM1	1	21435	2.44409	95.4545455
YPR179C	HDA3	0	YFL003C	MSH4	0	20914	2.44421	93.5135135
YHR007C	ERG11	0	YJR117W	STE24	0	27612	2.44427	98
YMR042W	ARG80	0	YOR046C	DBP5	1	24081	2.44453	97.5460123
YNL190W	YNL190W	0	YLR064W	YLR064W	3	29921	2.44469	97.9591837
YPL087W	YDC1	0	YPL227C	ALG5	0	23189	2.44484	97.6047904
YKR039W	GAP1	3	YPL058C	PDR12	0	29225	2.44487	97.9591837
YPL163C	SVS1	0	YCR028C-A	RIM1	0	20688	2.44501	93.5135135
YDR213W	UPC2	0	YHR080C	YHR080C	1	22341	2.44514	96.5317919
YIR038C	GTT1	0	YAR002C-A	ERP1	0	28350	2.4456	97.9591837
YDR297W	SUR2	0	YDR513W	GRX2	3	23521	2.4457	97.6047904
YLR386W	VAC14	0	YDL199C	YDL199C	0	22607	2.44601	96.5317919
YOR110W	TFC7	0	YOR020C	HSP10	0	27392	2.44612	98
YKL004W	AUR1	0	YEL063C	CAN1	3	21870	2.44625	95.4545455
YHR176W	FMO1	0	YER070W	RNR1	2	21204	2.44629	95.4545455
YDR100W	TVP15	0	YDR238C	SEC26	0	24382	2.4463	97.5460123
YLR035C	MLH2	0	YGL162W	SUT1	0	24762	2.44638	97.5460123
YJL047C	RTT101	0	YOR046C	DBP5	1	23642	2.44654	97.6047904
YKL212W	SAC1	3	YMR238W	DFG5	0	22842	2.44655	96.5317919
YGR177C	ATF2	0	YKR076W	ECM4	1	22513	2.44666	96.5317919
YDL192W	ARF1	0	YOL129W	VPS68	0	28629	2.44668	97.9591837
YJL183W	MNN11	0	YOR211C	MGM1	1	22168	2.44669	96.5317919
YGL178W	MPT5	0	YER021W	RPN3	0	25066	2.44674	97.5308642
YBR106W	PHO88	0	YPL227C	ALG5	0	21092	2.44679	95.4545455
YGR060W	ERG25	0	YBR086C	IST2	3	26547	2.44711	97.4025974
YNL283C	WSC2	0	YGL108C	YGL108C	0	24073	2.44712	97.5460123
YMR275C	BUL1	0	YHR080C	YHR080C	1	21695	2.44714	95.4545455
YER145C	FTR1	0	YDR032C	PST2	0	25343	2.4472	97.5308642
YKL020C	SPT23	0	YHR080C	YHR080C	1	20577	2.44726	93.5135135
YPL004C	LSP1	0	YOR273C	TPO4	0	33493	2.44767	98
YHR123W	EPT1	0	YDL192W	ARF1	0	24200	2.44771	97.5460123
YKL004W	AUR1	0	YOR393W	ERR1	0	21903	2.44831	95.4545455
YDL019C	OSH2	0	YPL139C	UME1	0	24745	2.44831	97.5460123
YIL034C	CAP2	0	YGR094W	VAS1	2	27053	2.44833	98
YPL224C	MMT2	0	YOL090W	MSH2	0	20921	2.44845	93.5135135
YML019W	OST6	0	YHR080C	YHR080C	1	21816	2.44873	95.4545455
YDL222C	FMP45	0	YIR037W	HYR1	0	24389	2.4488	97.5460123
YKR008W	RSC4	0	YLR208W	SEC13	0	20588	2.4489	93.5135135
YHR001W	OSH7	0	YFL014W	HSP12	2	21445	2.44897	95.4545455
YBR033W	YBR033W	0	YCR028C-A	RIM1	0	20742	2.44906	93.5135135
YGR060W	ERG25	0	YIL027C	KRE27	0	26584	2.44917	97.4025974
YHR007C	ERG11	0	YLR332W	MID2	0	27734	2.44918	98
YHL020C	OPI1	0	YKR076W	ECM4	1	22028	2.44948	96.5317919
YNL130C	CPT1	0	YKL065C	YET1	3	21354	2.44952	95.4545455
YER112W	LSM4	0	YMR080C	NAM7	0	20973	2.44952	93.5135135
YKL101W	HSL1	0	YOR393W	ERR1	0	20008	2.44966	93.5135135
YDR334W	SWR1	0	YPL227C	ALG5	0	21148	2.44968	95.4545455
YDL055C	PSA1	0	YGR130C	YGR130C	0	25577	2.44981	97.5308642
YDR457W	TOM1	0	YFR010W	UBP6	0	22360	2.44982	96.5317919
YMR120C	ADE17	0	YPL087W	YDC1	0	22844	2.44994	96.5317919
YLR248W	RCK2	0	YLR332W	MID2	0	20564	2.45002	93.5135135
YLR129W	DIP2	0	YOR046C	DBP5	1	20472	2.45022	93.5135135
YGL120C	PRP43	0	YCR042C	TAF2	1	21632	2.4504	95.4545455
YBR049C	REB1	0	YER009W	NTF2	0	44220	2.45054	98
YLR417W	VPS36	0	YHR080C	YHR080C	1	20309	2.45061	93.5135135
YBR060C	ORC2	0	YNL026W	SAM50	1	22759	2.45067	96.5317919
YKL004W	AUR1	0	YNL287W	SEC21	0	21943	2.45079	95.4545455
YEL031W	SPF1	3	YBR086C	IST2	3	20360	2.45093	93.5135135
YML126C	ERG13	0	YFL014W	HSP12	2	20116	2.45104	93.5135135
YDL160C	DHH1	0	YDR378C	LSM6	0	30060	2.45105	97.9020979
YLR260W	LCB5	0	YHR078W	YHR078W	1	24801	2.45111	97.5460123
YBR254C	TRS20	0	YHR080C	YHR080C	1	25529	2.45118	97.5308642
YOL072W	THP1	0	YKR076W	ECM4	1	23121	2.45155	97.6047904
YNL037C	IDH1	0	YKR076W	ECM4	1	22243	2.45158	96.5317919
YHR094C	HXT1	0	YDR011W	SNQ2	0	25311	2.45171	97.5308642
YOR273C	TPO4	0	YGR130C	YGR130C	0	23362	2.45178	97.6047904
YER093C	TSC11	0	YPR032W	SRO7	0	24361	2.45178	97.5460123
YHR089C	GAR1	0	YMR290C	HAS1	0	28254	2.45182	97.9591837
YDL029W	ARP2	0	YHR179W	OYE2	2	24421	2.45193	97.5460123
YMR070W	MOT3	0	YPL127C	HHO1	0	24127	2.45214	97.5460123
YHR142W	CHS7	0	YNL026W	SAM50	1	23893	2.45215	97.6047904
YMR149W	SWP1	0	YOR016C	ERP4	0	20075	2.45219	93.5135135
YGR234W	YHB1	0	YOR046C	DBP5	1	31784	2.4525	98
YFL036W	RPO41	0	YMR136W	GAT2	0	30542	2.45257	97.9020979
YDR272W	GLO2	0	YML086C	ALO1	0	21493	2.4526	95.4545455
YPR113W	PIS1	0	YOR273C	TPO4	0	22780	2.45265	96.5317919
YGL133W	ITC1	0	YHR078W	YHR078W	1	21079	2.45269	95.4545455
YOR195W	SLK19	0	YJR034W	PET191	0	23503	2.45296	97.6047904
YBR132C	AGP2	0	YEL017C-A	PMP2	3	23597	2.45297	97.6047904
YBR254C	TRS20	0	YJL124C	LSM1	1	25562	2.45298	97.5308642
YMR198W	CIK1	0	YKR076W	ECM4	1	25895	2.45302	97.5308642
YOR273C	TPO4	0	YKR003W	OSH6	0	23383	2.45313	97.6047904
YML013W	SEL1	0	YCR028C-A	RIM1	0	20316	2.4532	93.5135135
YDL117W	CYK3	0	YJL174W	KRE9	0	22162	2.45324	96.5317919
YML013W	SEL1	0	YCR042C	TAF2	1	20317	2.45328	93.5135135
YHR194W	MDM31	0	YHR078W	YHR078W	1	34069	2.45331	98
YDL213C	NOP6	0	YNL112W	DBP2	0	27836	2.45332	98
YGR157W	CHO2	0	YMR253C	YMR253C	0	22130	2.45339	96.5317919
YPR124W	CTR1	0	YCR021C	HSP30	0	31545	2.45351	98
YJL134W	LCB3	0	YKR076W	ECM4	1	27068	2.45353	98
YGL134W	PCL10	0	YNL026W	SAM50	1	21591	2.45356	95.4545455
YJR076C	CDC11	0	YPL221W	FLC1	0	21233	2.45358	95.4545455
YJR070C	LIA1	0	YGR094W	VAS1	2	30820	2.45358	97.9020979
YDL215C	GDH2	0	YLR027C	AAT2	0	23046	2.45391	97.6047904
YLR102C	APC9	0	YKR076W	ECM4	1	24290	2.45406	97.5460123
YNL288W	CAF40	0	YIL038C	NOT3	0	29810	2.45412	97.9591837
YPR113W	PIS1	0	YGR038W	ORM1	3	22813	2.45443	96.5317919
YBR283C	SSH1	0	YJR088C	YJR088C	3	20251	2.45443	93.5135135
YDR264C	AKR1	0	YIL048W	NEO1	0	25862	2.45494	97.5308642
YOR327C	SNC2	0	YDR238C	SEC26	0	22636	2.45501	96.5317919
YER129W	SAK1	0	YDR479C	PEX29	0	22424	2.45503	96.5317919
YDR100W	TVP15	0	YPR079W	MRL1	0	24552	2.45506	97.5460123
YOR147W	MDM32	0	YCR028C-A	RIM1	0	23107	2.4551	97.6047904
YJR042W	NUP85	0	YKL057C	NUP120	0	20226	2.45555	93.5135135
YKL015W	PUT3	0	YDR253C	MET32	0	21508	2.45567	95.4545455
YBR016W	YBR016W	0	YGL120C	PRP43	0	33652	2.45587	98
YHR008C	SOD2	0	YHR080C	YHR080C	1	23782	2.45593	97.6047904
YMR299C	DYN3	0	YGR161C	RTS3	0	24141	2.45594	97.5460123
YPL129W	TAF14	0	YML098W	TAF13	0	25014	2.4562	97.5308642
YKR039W	GAP1	3	YDR068W	DOS2	0	29517	2.45625	97.9591837
YLR189C	ATG26	0	YKR076W	ECM4	1	20188	2.45681	93.5135135
YIL068C	SEC6	0	YFL026W	STE2	0	23416	2.45702	97.6047904
YCR021C	HSP30	0	YER020W	GPA2	0	25283	2.45708	97.5308642
YER145C	FTR1	0	YGL203C	KEX1	0	25544	2.45714	97.5308642
YLR288C	MEC3	0	YDR086C	SSS1	0	30747	2.45717	97.9020979
YJL020C	BBC1	0	YGL202W	ARO8	2	23782	2.45725	97.6047904
YBR177C	EHT1	0	YDR342C	HXT7	3	24326	2.45727	97.5460123
YPR113W	PIS1	0	YFR002W	NIC96	0	22866	2.45729	96.5317919
YLR288C	MEC3	0	YLL034C	RIX7	0	30754	2.45742	97.9020979
YIL016W	SNL1	0	YER026C	CHO1	3	20942	2.45772	93.5135135
YGL192W	IME4	0	YKR076W	ECM4	1	26361	2.45777	97.4025974
YGR229C	SMI1	0	YGL202W	ARO8	2	28456	2.45838	97.9591837
YML058W-A	HUG1	0	YGR155W	CYS4	2	24073	2.4585	97.5460123
YPL059W	GRX5	0	YDR151C	CTH1	0	25308	2.45864	97.5308642
YPR075C	OPY2	0	YNL026W	SAM50	1	22121	2.45869	96.5317919
YBL026W	LSM2	0	YNL016W	PUB1	0	24100	2.45881	97.5460123
YBR275C	RIF1	0	YBL093C	ROX3	0	20316	2.45886	93.5135135
YER022W	SRB4	0	YCR042C	TAF2	1	20647	2.45886	93.5135135
YIL035C	CKA1	0	YGL202W	ARO8	2	20036	2.45892	93.5135135
YDR293C	SSD1	0	YKL210W	UBA1	2	26306	2.45897	97.4025974
YDR293C	SSD1	0	YGL137W	SEC27	0	26312	2.45925	97.4025974
YIR026C	YVH1	0	YKL051W	SFK1	0	30666	2.45929	97.9020979
YIL122W	POG1	0	YNL026W	SAM50	1	23192	2.45933	97.6047904
YPL163C	SVS1	0	YKR076W	ECM4	1	20896	2.45944	93.5135135
YGL008C	PMA1	0	YML048W	GSF2	3	20828	2.45995	93.5135135
YIL068C	SEC6	0	YCR033W	SNT1	0	23471	2.46016	97.6047904
YMR072W	ABF2	0	YJL124C	LSM1	1	28920	2.46036	97.9591837
YOR042W	CUE5	0	YLR326W	YLR326W	0	20302	2.46048	93.5135135
YDR264C	AKR1	0	YOR104W	PIN2	0	25985	2.46066	97.5308642
YKL008C	LAC1	0	YJR088C	YJR088C	3	21452	2.46077	95.4545455
YDR246W	TRS23	0	YJL174W	KRE9	0	21022	2.46082	95.4545455
YDL155W	CLB3	0	YJL124C	LSM1	1	21480	2.46089	95.4545455
YGR157W	CHO2	0	YCR042C	TAF2	1	22260	2.46107	96.5317919
YGR060W	ERG25	0	YJR118C	ILM1	0	26806	2.46146	97.4025974
YBL071W-A	KTI11	0	YMR105C	PGM2	0	20115	2.46168	93.5135135
YBR207W	FTH1	0	YJL154C	VPS35	0	23716	2.46181	97.6047904
YER026C	CHO1	3	YAR002C-A	ERP1	0	26128	2.46182	97.4025974
YPL222W	YPL222W	0	YNL026W	SAM50	1	23788	2.46195	97.6047904
YLR110C	CCW12	0	YNL156C	NSG2	3	24999	2.46224	97.5460123
YPL119C	DBP1	0	YNL016W	PUB1	0	26168	2.46232	97.4025974
YHR194W	MDM31	0	YPL117C	IDI1	0	34321	2.4624	98
YLR144C	ACF2	0	YHR080C	YHR080C	1	23714	2.46276	97.6047904
YOR188W	MSB1	0	YOR393W	ERR1	0	22790	2.46278	96.5317919
YNR052C	POP2	0	YNL197C	WHI3	0	38412	2.46283	98
YGL120C	PRP43	0	YDR166C	SEC5	0	21823	2.4632	95.4545455
YHL020C	OPI1	0	YJL140W	RPB4	0	22243	2.4637	96.5317919
YOL147C	PEX11	0	YLR027C	AAT2	0	23757	2.46371	97.6047904
YCR021C	HSP30	0	YHL016C	DUR3	0	25414	2.46384	97.5308642
YLR395C	COX8	0	YKR076W	ECM4	1	20950	2.46392	93.5135135
YJR077C	MIR1	0	YNL026W	SAM50	1	20122	2.4641	93.5135135
YHR042W	NCP1	0	YLL023C	YLL023C	3	23281	2.46411	97.6047904
YBR207W	FTH1	0	YHR094C	HXT1	0	23763	2.46426	97.6047904
YKL043W	PHD1	0	YOR046C	DBP5	1	21443	2.46432	95.4545455
YDR483W	KRE2	0	YOR393W	ERR1	0	21933	2.46482	95.4545455
YDL155W	CLB3	0	YPL190C	NAB3	0	21549	2.46506	95.4545455
YLR133W	CKI1	0	YOR332W	VMA4	2	23769	2.46511	97.6047904
YGL077C	HNM1	0	YKR003W	OSH6	0	22809	2.46526	96.5317919
YMR105C	PGM2	0	YBR234C	ARC40	0	23190	2.4653	97.6047904
YBR023C	CHS3	0	YJL026W	RNR2	2	21689	2.46532	95.4545455
YDL226C	GCS1	0	YDL127W	PCL2	0	20309	2.46547	93.5135135
YHR007C	ERG11	0	YKL088W	YKL088W	0	28146	2.46559	97.9591837
