"gene"	"DMSO1"	"DMSO2"	"DMSO3"	"MTX1"	"MTX2"	"MTX3"
"YGR020C"	737	736	594	720	811	692
"YGR021W"	108	62	57	65	91	86
"YGR022C"	0	0	0	0	0	0
"YGR023W"	65	51	22	106	90	50
"YGR024C"	15	10	8	12	7	10
"YGR025W"	15	8	4	6	22	6
"YGR026W"	387	286	178	561	690	353
"YGR027C"	22013	23862	20537	12854	15042	12236
"YGR028W"	186	160	134	299	350	220
"YGR029W"	291	279	167	338	359	330
"YGR030C"	263	224	129	460	432	403
"YGR031C-A"	13	10	3	2	0	0
"YGR031W"	135	81	55	111	130	146
"YGR032W"	518	472	233	2152	2135	1373
"YGR033C"	274	288	174	139	140	164
"YGR034W"	12667	14461	10725	4095	4032	4527
"YGR035C"	41	31	28	197	129	128
"YGR035W-A"	0	2	0	0	0	3
"YGR036C"	31	20	16	27	38	16
"YGR037C"	6885	6911	5962	7049	7955	6451
"YGR038W"	782	624	397	473	653	487
"YGR039W"	22	19	8	32	23	24
"YGR040W"	222	217	106	465	484	368
"YGR041W"	359	304	231	76	82	134
"YGR042W"	95	73	61	133	175	128
"YGR043C"	150	139	81	109	144	44
"YGR044C"	80	127	98	267	356	142
"YGR045C"	7	21	12	41	32	39
"YGR046W"	317	200	188	780	731	500
"YGR047C"	181	111	42	200	223	242
"YGR048W"	263	204	155	207	193	243
"YGR049W"	47	57	40	52	56	40
"YGR050C"	190	125	104	58	73	84
"YGR051C"	0	0	0	0	0	0
"YGR052W"	13	5	3	7	14	17
"YGR053C"	31	15	12	73	65	59
"YGR054W"	226	153	92	100	100	110
"YGR055W"	719	694	423	303	337	443
"YGR056W"	182	163	173	259	342	229
"YGR057C"	105	76	84	230	229	456
"YGR058W"	8	8	4	4	12	19
"YGR059W"	2	0	1	1	3	3
"YGR060W"	168	110	59	574	549	472
"YGR061C"	2095	1999	1033	5110	5845	4047
"YGR062C"	105	102	72	111	86	166
"YGR063C"	296	337	270	255	257	381
"YGR064W"	3	10	2	11	6	5
"YGR065C"	81	59	47	102	94	111
"YGR066C"	0	3	0	2	22	9
"YGR067C"	7	17	4	79	84	141
"YGR068C"	9	6	1	0	2	3
"YGR068W-A"	4	0	0	0	0	0
"YGR069W"	25	12	14	8	17	12
"YGR070W"	149	136	80	407	463	461
"YGR071C"	76	106	57	65	99	131
"YGR072W"	220	241	58	229	183	185
"YGR073C"	9	12	6	22	20	33
"YGR074W"	457	490	403	218	296	330
"YGR075C"	22	11	1	24	12	20
"YGR076C"	390	351	197	442	460	577
"YGR077C"	227	202	129	336	306	322
"YGR078C"	563	436	241	279	289	571
"YGR079W"	220	211	143	680	596	429
"YGR080W"	381	386	184	413	477	436
"YGR081C"	239	256	116	157	160	123
"YGR082W"	2133	2185	1496	2097	2606	3739
"YGR083C"	251	312	128	175	197	208
"YGR084C"	179	121	133	138	171	189
"YGR085C"	4161	3862	2355	1960	1832	2839
"YGR086C"	7992	8563	6689	6547	9178	9275
"YGR087C"	9	8	3	41	32	68
"YGR088W"	412	313	173	907	1115	862
"YGR089W"	64	47	49	524	606	558
"YGR090W"	299	269	148	133	199	159
"YGR091W"	66	65	27	118	114	80
"YGR092W"	234	311	193	477	524	292
"YGR093W"	97	106	59	79	73	79
"YGR094W"	1339	1081	476	808	748	519
"YGR095C"	250	256	132	245	300	287
"YGR096W"	88	85	64	164	154	153
"YGR097W"	172	178	78	250	356	568
"YGR098C"	316	229	153	311	263	325
"YGR099W"	179	164	105	185	134	230
"YGR100W"	197	187	73	140	220	235
"YGR101W"	318	277	186	357	442	497
"YGR102C"	257	230	163	447	546	475
"YGR103W"	492	332	182	243	259	169
"YGR104C"	93	69	53	138	129	130
"YGR105W"	282	290	252	249	294	205
"YGR106C"	511	443	237	229	276	333
"YGR107W"	2	1	1	0	3	1
"YGR108W"	428	456	321	513	614	348
"YGR109C"	13	8	22	17	19	26
"YGR110W"	157	130	55	280	335	387
"YGR111W"	306	274	200	315	375	390
"YGR112W"	118	65	51	176	178	157
"YGR113W"	259	214	146	296	295	260
"YGR114C"	0	0	0	0	0	0
"YGR115C"	0	0	0	0	0	0
"YGR116W"	919	715	438	727	714	702
"YGR117C"	122	102	63	117	134	114
"YGR118W"	19105	18522	8987	7335	7629	11393
"YGR119C"	274	200	130	168	139	121
"YGR120C"	116	134	81	164	198	160
"YGR121C"	231	207	116	1176	1740	963
"YGR121W-A"	5	5	13	7	12	9
"YGR122C-A"	3	2	0	11	8	6
"YGR122W"	23	23	12	5	3	12
"YGR123C"	120	163	84	46	50	44
"YGR124W"	2729	2268	1145	614	641	1199
"YGR125W"	301	243	136	710	750	536
"YGR126W"	5	3	1	2	7	3
"YGR127W"	322	244	199	391	481	462
"YGR128C"	278	245	111	155	143	164
"YGR129W"	24	28	14	51	45	51
"YGR130C"	548	591	224	961	1111	634
"YGR131W"	37	39	21	64	84	54
"YGR132C"	864	767	482	703	842	751
"YGR133W"	74	87	92	162	180	293
"YGR134W"	120	83	60	107	105	134
"YGR135W"	975	873	498	763	820	869
"YGR136W"	1	3	0	0	0	0
"YGR137W"	1446	1282	763	1789	2209	1989
"YGR138C"	501	410	254	823	601	415
"YGR139W"	0	0	0	0	1	1
"YGR140W"	247	168	125	249	235	192
"YGR141W"	135	58	55	400	515	354
"YGR142W"	722	284	68	140	99	113
"YGR143W"	141	135	75	323	401	261
"YGR144W"	51	62	40	208	226	214
"YGR145W"	244	179	85	240	195	228
"YGR146C"	93	86	44	3117	3662	3285
"YGR146C-A"	18	23	7	8	11	19
"YGR147C"	357	315	243	664	730	633
"YGR148C"	11711	11279	6938	4180	4196	4223
"YGR149W"	157	175	104	584	780	490
"YGR150C"	73	58	40	103	70	77
"YGR151C"	6	13	9	27	24	16
"YGR152C"	16	8	9	3	0	9
"YGR153W"	32	29	32	96	113	84
"YGR154C"	26	30	11	52	59	70
"YGR155W"	4343	3989	3213	6264	5702	2267
"YGR156W"	238	206	117	203	192	147
"YGR157W"	381	314	180	545	670	442
"YGR158C"	166	142	94	75	112	131
"YGR159C"	5740	5571	2861	5498	4094	2575
"YGR160W"	0	0	0	0	0	0
"YGR161C"	414	328	187	747	974	1241
"YGR161W-C"	407	377	258	805	802	1516
"YGR162W"	221	132	78	166	118	94
"YGR163W"	103	104	28	59	79	101
"YGR164W"	0	0	0	1	0	0
"YGR165W"	264	298	119	302	359	207
"YGR166W"	164	150	84	149	168	225
"YGR167W"	1052	758	557	541	556	927
"YGR168C"	70	62	46	126	216	176
"YGR169C"	85	51	41	70	93	69
"YGR169C-A"	27	23	5	17	12	7
"YGR170W"	168	145	110	306	325	213
"YGR171C"	46	45	25	53	82	93
"YGR172C"	249	172	64	90	114	110
"YGR173W"	338	326	174	330	301	227
"YGR174C"	681	640	467	1741	2245	1775
"YGR174W-A"	54	37	15	87	130	154
"YGR175C"	1216	1114	562	1872	1985	1543
"YGR176W"	3	1	1	0	0	0
"YGR177C"	43	48	27	15	28	34
"YGR178C"	526	447	331	722	803	508
"YGR179C"	100	73	56	89	70	62
"YGR180C"	4398	4396	1946	46434	55538	33857
"YGR181W"	691	701	545	849	942	831
"YGR182C"	31	39	24	252	274	110
"YGR183C"	563	424	251	958	858	853
"YGR184C"	467	435	241	583	767	526
"YGR185C"	1711	1515	875	706	612	738
"YGR186W"	682	694	367	890	1116	788
"YGR187C"	211	197	119	68	84	84
"YGR188C"	44	37	25	78	118	118
"YGR189C"	196	184	124	380	301	363
"YGR190C"	0	0	2	6	2	6
"YGR191W"	286	192	140	973	993	606
"YGR192C"	210330	177299	116041	231551	247596	355945
"YGR193C"	614	507	360	941	1121	605
"YGR194C"	289	177	125	333	394	432
"YGR195W"	268	243	137	176	214	285
"YGR196C"	230	186	107	486	462	300
"YGR197C"	57	33	27	58	65	112
"YGR198W"	242	148	94	222	188	223
"YGR199W"	111	106	79	162	232	209
"YGR200C"	369	294	118	219	232	250
"YGR201C"	194	196	128	478	611	747
"YGR202C"	612	584	346	1080	1102	833
"YGR203W"	409	434	355	1230	1393	837
"YGR204C-A"	19	9	2	1	7	6
"YGR204W"	3855	3668	1981	5345	6153	11805
"YGR205W"	80	63	43	40	83	41
"YGR206W"	118	179	120	292	275	319
"YGR207C"	754	673	296	639	1365	1899
"YGR208W"	446	475	292	556	518	625
"YGR209C"	6476	6203	4836	5452	6485	6918
"YGR210C"	670	581	373	500	501	523
"YGR211W"	883	719	480	894	842	655
"YGR212W"	22	14	14	18	16	21
"YGR213C"	5	13	6	7	11	15
"YGR214W"	7990	8305	4934	2351	2727	2072
"YGR215W"	156	127	72	144	178	177
"YGR216C"	96	111	69	343	324	164
"YGR217W"	45	49	27	77	92	51
"YGR218W"	1509	1260	601	1133	1348	862
"YGR219W"	0	1	3	0	2	0
"YGR220C"	347	302	184	237	219	402
"YGR221C"	67	47	31	56	46	40
"YGR222W"	195	214	142	259	289	238
"YGR223C"	155	80	62	137	106	189
"YGR224W"	0	0	0	6	2	3
"YGR225W"	2	3	2	4	7	5
"YGR226C"	0	0	0	0	0	0
"YGR227W"	43	67	20	78	63	69
"YGR228W"	0	0	0	0	0	0
"YGR229C"	131	101	61	118	87	57
"YGR230W"	196	222	195	242	338	331
"YGR231C"	481	456	266	604	701	791
"YGR232W"	580	582	351	428	460	555
"YGR233C"	295	293	106	588	718	725
"YGR234W"	895	876	336	4459	5173	7130
"YGR235C"	552	548	337	598	597	668
"YGR236C"	12	13	3	4	2	19
"YGR237C"	185	177	113	296	422	277
"YGR238C"	64	48	39	84	94	96
"YGR239C"	184	240	150	342	327	386
"YGR240C"	2307	2259	1111	2295	2316	2064
"YGR240C-A"	0	0	0	1	0	0
"YGR241C"	286	231	117	433	500	274
"YGR242W"	0	0	0	0	0	0
"YGR243W"	177	215	110	765	1262	1055
"YGR244C"	3846	3558	1763	3388	4417	6175
"YGR245C"	175	110	83	248	145	92
"YGR246C"	128	103	44	194	164	183
"YGR247W"	48	49	17	18	26	19
"YGR248W"	615	523	322	684	929	1048
"YGR249W"	8	15	20	0	0	2
"YGR250C"	327	217	141	575	669	487
"YGR251W"	44	15	29	75	76	38
"YGR252W"	346	324	180	334	429	244
"YGR253C"	537	412	338	472	438	410
"YGR254W"	24097	24130	10828	56103	76196	51142
"YGR255C"	241	154	72	261	225	257
"YGR256W"	120	116	72	413	500	505
"YGR257C"	102	99	70	104	128	148
"YGR258C"	32	34	35	55	49	115
"YGR259C"	0	0	0	0	0	0
"YGR260W"	710	619	374	10431	10805	4516
"YGR261C"	319	201	93	201	161	163
"YGR262C"	354	411	323	298	266	519
"YGR263C"	117	86	54	263	270	145
"YGR264C"	528	417	214	249	230	214
"YGR265W"	0	0	0	0	0	0
"YGR266W"	605	578	441	622	703	533
"YGR267C"	798	708	363	735	789	765
"YGR268C"	68	62	36	46	58	60
"YGR269W"	3	1	0	0	0	0
"YGR270C-A"	0	0	0	0	0	0
"YGR270W"	321	310	174	270	306	317
"YGR271C-A"	168	151	102	183	190	154
"YGR271W"	152	89	60	162	146	206
"YGR273C"	0	0	0	0	3	0
"YGR274C"	106	106	49	117	99	98
"YGR275W"	8	11	6	1	21	5
"YGR276C"	14	15	4	34	29	15
"YGR277C"	267	316	193	404	348	310
"YGR278W"	55	87	41	63	50	61
"YGR279C"	2116	1761	1266	9570	10659	6291
"YGR280C"	294	212	89	182	143	120
"YGR281W"	122	91	41	366	330	292
"YGR282C"	3614	2723	1647	7984	9794	5881
"YGR283C"	217	205	129	140	115	76
"YGR284C"	390	258	153	498	546	478
"YGR285C"	6746	7483	4255	3344	3960	6659
"YGR286C"	165	181	76	107	150	72
"YGR287C"	2	2	1	5	8	6
"YGR288W"	15	9	23	18	31	18
"YGR289C"	10	12	4	8	9	5
"YGR290W"	0	0	0	2	6	2
"YGR291C"	0	0	0	0	0	0
"YGR292W"	0	0	0	1	0	0
"YGR293C"	0	0	0	0	0	0
"YGR294W"	0	0	3	0	0	0
"YGR295C"	18	17	16	1	2	1
"YGR296C-A"	0	0	0	0	0	0
"YGR296C-B"	0	0	0	0	0	0
"YGR296W"	0	0	0	0	0	0
"YHL001W"	3685	3721	3072	2939	3013	2790
"YHL002C-A"	7	4	3	1	19	11
"YHL002W"	384	403	256	618	630	433
"YHL003C"	135	86	37	149	240	147
"YHL004W"	270	259	176	334	375	319
"YHL005C"	0	2	0	1	0	2
"YHL006C"	64	81	60	202	201	245
"YHL006W-A"	1	8	6	6	21	10
"YHL007C"	265	236	144	291	312	270
"YHL008C"	158	130	78	277	302	280
"YHL009C"	78	70	50	125	176	152
"YHL010C"	36	59	38	53	53	54
"YHL011C"	683	530	311	467	490	507
"YHL012W"	1	0	1	0	2	2
"YHL013C"	110	118	74	229	199	192
"YHL014C"	31	11	9	34	53	29
"YHL015W"	1605	2039	1606	1323	1603	583
"YHL015W-A"	2	5	3	0	1	0
"YHL016C"	66	53	33	194	182	149
"YHL017W"	20	37	19	29	25	29
"YHL018W"	3	0	0	0	0	1
"YHL019C"	78	87	55	124	152	133
"YHL019W-A"	51	27	19	0	5	2
"YHL020C"	240	184	104	279	301	306
"YHL021C"	760	634	449	575	772	1016
"YHL022C"	8	4	7	20	36	42
"YHL023C"	60	60	41	139	86	113
"YHL024W"	43	35	18	155	178	263
"YHL025W"	311	306	207	238	290	284
"YHL026C"	60	28	28	77	123	84
"YHL027W"	733	640	363	1235	1462	1164
"YHL028W"	113	93	52	75	103	55
"YHL029C"	155	182	147	390	354	322
"YHL030W"	195	138	74	152	209	187
"YHL030W-A"	7	9	1	24	23	26
"YHL031C"	371	392	223	488	568	626
"YHL032C"	153	151	77	485	513	615
"YHL033C"	4562	4365	2906	2552	2701	1760
"YHL034C"	4701	4464	2059	2999	3701	3973
"YHL034W-A"	0	0	0	0	0	0
"YHL035C"	44	63	42	235	223	186
"YHL036W"	187	110	106	541	582	336
"YHL037C"	2	0	2	3	4	2
"YHL038C"	31	18	5	21	15	18
"YHL039W"	293	272	190	182	229	195
"YHL040C"	47	66	35	178	188	185
"YHL041W"	0	0	0	0	0	0
"YHL042W"	30	21	9	26	16	34
"YHL043W"	0	0	0	1	0	0
"YHL044W"	10	29	21	43	42	77
"YHL045W"	8	4	1	5	8	6
"YHL046C"	4	2	2	0	3	0
"YHL046W-A"	0	0	0	0	0	0
"YHL047C"	16	21	21	33	58	30
"YHL048C-A"	0	0	0	0	0	0
"YHL048W"	102	82	73	209	343	280
"YHL049C"	0	0	0	0	0	0
"YHL050C"	0	0	0	0	0	0
"YHL050W-A"	0	0	0	0	0	0
"YHR001W"	358	347	223	347	430	446
"YHR001W-A"	1157	1024	697	2959	4290	5776
"YHR002W"	131	112	107	125	177	187
"YHR003C"	116	111	64	102	132	210
"YHR004C"	21	22	6	14	14	14
"YHR005C"	7	14	10	29	28	30
"YHR005C-A"	1025	916	754	1614	1852	1466
"YHR006W"	463	381	211	566	775	542
"YHR007C"	604	441	224	1158	1372	779
"YHR007C-A"	2	4	9	60	86	29
"YHR008C"	1302	1162	811	2146	2759	2505
"YHR009C"	1074	1105	598	1316	1513	1140
"YHR010W"	3491	3475	2364	1112	1005	1089
"YHR011W"	67	87	30	109	121	96
"YHR012W"	305	379	190	306	354	1212
"YHR013C"	561	454	290	304	243	349
"YHR014W"	2	2	2	14	5	11
"YHR015W"	11	13	8	41	65	20
"YHR016C"	256	204	95	254	312	233
"YHR017W"	311	246	164	280	307	371
"YHR018C"	3466	3063	1039	5405	5921	5889
"YHR019C"	8306	7442	3790	5011	5208	3809
"YHR020W"	2811	2274	1521	2374	2475	1743
"YHR021C"	22271	21571	20995	12997	14827	5882
"YHR021W-A"	12	8	4	1	1	0
"YHR022C"	6	0	1	0	0	1
"YHR022C-A"	6	5	3	0	0	0
"YHR023W"	236	179	94	176	171	173
"YHR024C"	782	851	423	1223	1213	776
"YHR025W"	2044	2051	1188	1819	1535	1192
"YHR026W"	3171	2659	970	1544	1878	2125
"YHR027C"	818	701	287	508	514	403
"YHR028C"	213	124	71	279	294	505
"YHR028W-A"	1	4	3	0	2	0
"YHR029C"	175	104	35	112	79	39
"YHR030C"	257	264	162	395	376	398
"YHR031C"	122	103	66	116	127	78
"YHR032C-A"	0	0	0	4	0	3
"YHR032W"	2	5	0	0	1	0
"YHR032W-A"	51	68	56	125	133	127
"YHR033W"	150	143	127	2972	2881	3860
"YHR034C"	111	118	68	246	240	140
"YHR035W"	18	30	10	63	52	47
"YHR036W"	63	43	32	44	78	49
"YHR037W"	882	722	416	1168	1226	1054
"YHR038W"	188	110	56	54	100	79
"YHR039C"	106	74	38	114	95	97
"YHR039C-A"	5413	4425	2886	2288	2714	2820
"YHR040W"	86	59	32	128	110	94
"YHR041C"	102	137	93	117	144	80
"YHR042W"	137	108	84	163	171	217
"YHR043C"	419	419	254	291	311	299
"YHR044C"	10	10	8	32	35	16
"YHR045W"	211	149	62	174	196	125
"YHR046C"	76	81	30	100	58	60
"YHR047C"	114	181	73	101	130	138
"YHR048W"	0	2	0	19	5	9
"YHR049C-A"	13	18	8	10	14	14
"YHR049W"	1071	945	636	823	629	1006
"YHR050W"	154	110	121	285	316	314
"YHR050W-A"	0	0	0	0	0	0
"YHR051W"	1588	1745	1025	3880	4727	4775
"YHR052W"	518	512	261	217	219	191
"YHR052W-A"	0	0	0	0	0	0
"YHR053C"	0	0	0	0	0	0
"YHR054C"	0	0	0	0	0	1
"YHR054W-A"	0	0	0	0	0	0
"YHR055C"	0	0	0	0	0	0
"YHR056C"	37	11	1	11	4	8
"YHR056W-A"	2	0	0	0	0	0
"YHR057C"	296	385	217	552	643	763
"YHR058C"	37	53	47	64	52	117
"YHR059W"	155	169	135	127	123	178
"YHR060W"	131	157	72	115	132	113
"YHR061C"	60	70	58	124	157	65
"YHR062C"	147	154	116	127	102	148
"YHR063C"	642	509	322	459	556	626
"YHR063W-A"	4	4	9	4	12	3
"YHR064C"	1505	1179	609	620	462	654
"YHR065C"	417	413	166	368	359	301
"YHR066W"	405	307	196	270	235	386
"YHR067W"	25	22	15	20	35	22
"YHR068W"	2106	1977	1221	602	667	876
"YHR069C"	193	157	124	213	213	128
"YHR069C-A"	4	2	2	16	1	2
"YHR070C-A"	0	4	0	3	0	2
"YHR070W"	1138	997	421	1684	1793	1752
"YHR071C-A"	8	8	3	2	2	9
"YHR071W"	149	110	29	153	219	157
"YHR072W"	166	232	111	129	176	307
"YHR072W-A"	2660	2986	1652	2107	2372	2978
"YHR073C-B"	0	0	0	1	0	0
"YHR073W"	635	586	353	554	608	617
"YHR073W-A"	0	0	0	0	0	0
"YHR074W"	350	384	219	581	667	428
"YHR075C"	114	79	71	154	215	206
"YHR076W"	129	117	73	121	114	98
"YHR077C"	297	261	155	362	424	311
"YHR078W"	66	70	32	94	202	394
"YHR079C"	139	76	77	240	185	157
"YHR079C-A"	1	2	0	2	4	3
"YHR080C"	141	122	63	164	198	321
"YHR081W"	153	141	98	193	237	422
"YHR082C"	759	691	364	1065	1287	1010
"YHR083W"	336	312	208	293	377	263
"YHR084W"	53	61	14	35	18	21
"YHR085W"	78	80	52	98	91	57
"YHR086W"	644	525	385	892	938	615
"YHR086W-A"	0	0	1	0	2	0
"YHR087W"	2825	2115	1010	1559	1952	1827
"YHR088W"	255	200	103	297	246	215
"YHR089C"	3113	2624	1789	1509	1286	1223
"YHR090C"	199	261	113	145	198	192
"YHR091C"	64	78	39	105	123	153
"YHR092C"	122	99	36	224	99	88
"YHR093W"	1	4	0	0	2	0
"YHR094C"	8	1	2	5	1	5
"YHR095W"	10	7	0	20	48	21
"YHR096C"	38	10	17	54	66	91
"YHR097C"	1571	1216	862	1783	2444	2023
"YHR098C"	607	651	418	850	954	724
"YHR099W"	300	268	86	598	728	659
"YHR100C"	37	31	21	176	232	86
"YHR101C"	45	35	15	45	70	41
"YHR102W"	210	165	98	188	255	294
"YHR103W"	284	233	112	178	180	106
"YHR104W"	1574	1613	1245	2260	2303	2392
"YHR105W"	0	0	0	2	0	0
"YHR106W"	190	157	112	423	594	870
"YHR107C"	723	679	353	644	582	958
"YHR108W"	1404	1316	921	1156	1138	945
"YHR109W"	71	55	57	118	113	138
"YHR110W"	480	505	357	555	575	694
"YHR111W"	185	206	87	312	268	408
"YHR112C"	430	454	273	487	446	602
"YHR113W"	891	947	662	787	791	798
"YHR114W"	16	23	9	20	24	8
"YHR115C"	78	63	57	157	182	59
"YHR116W"	104	105	112	77	102	121
"YHR117W"	131	140	106	182	183	191
"YHR118C"	118	99	60	84	82	109
"YHR119W"	396	370	191	221	253	185
"YHR120W"	29	29	16	32	70	64
"YHR121W"	387	333	198	422	369	539
"YHR122W"	350	376	197	417	475	602
"YHR123W"	212	191	155	155	158	147
"YHR124W"	34	44	21	63	80	117
"YHR125W"	0	0	0	0	3	0
"YHR126C"	0	3	4	15	14	31
"YHR127W"	491	464	390	551	603	359
"YHR128W"	2347	2325	1134	1739	1692	1310
"YHR129C"	98	95	49	106	117	111
"YHR130C"	86	71	53	216	243	139
"YHR131C"	15	19	14	10	4	18
"YHR131W-A"	0	0	0	0	0	0
"YHR132C"	83	75	46	124	143	109
"YHR132W-A"	112	131	69	157	159	135
"YHR133C"	90	63	38	48	42	31
"YHR134W"	42	59	35	82	63	90
"YHR135C"	1523	1459	737	1920	1701	1496
"YHR136C"	357	484	279	2635	2805	2812
"YHR137C-A"	0	0	0	0	0	0
"YHR137W"	665	509	315	366	402	335
"YHR138C"	783	621	378	788	1003	972
"YHR139C"	1	1	0	3	5	1
"YHR139C-A"	1	0	0	0	0	1
"YHR140W"	58	35	31	81	92	121
"YHR141C"	10976	11889	10104	5836	6500	6245
"YHR142W"	212	178	85	395	467	404
"YHR143W"	1644	1397	732	604	877	589
"YHR143W-A"	411	339	216	323	463	324
"YHR144C"	117	79	69	81	68	56
"YHR145C"	1	0	0	8	3	0
"YHR146W"	451	318	153	237	293	250
"YHR147C"	392	368	333	467	522	383
"YHR148W"	157	130	92	170	116	88
"YHR149C"	132	109	69	365	240	104
"YHR150W"	46	59	20	92	96	74
"YHR151C"	49	26	10	74	35	43
"YHR152W"	105	85	77	196	236	220
"YHR153C"	17	23	19	33	33	35
"YHR154W"	126	128	89	68	97	97
"YHR155W"	242	177	149	196	204	236
"YHR156C"	23	23	11	76	53	84
"YHR157W"	27	13	13	35	31	32
"YHR158C"	74	39	11	57	46	45
"YHR159W"	62	60	24	68	83	96
"YHR160C"	1	13	6	50	66	77
"YHR161C"	325	189	137	464	471	318
"YHR162W"	3257	2983	2652	3837	4053	3129
"YHR163W"	859	816	506	1109	1174	1070
"YHR164C"	75	65	39	173	200	162
"YHR165C"	408	334	199	485	537	661
"YHR165W-A"	0	0	0	0	1	1
"YHR166C"	220	166	128	251	357	371
"YHR167W"	57	61	55	63	72	46
"YHR168W"	29	26	12	35	32	32
"YHR169W"	111	108	70	107	108	92
"YHR170W"	258	204	126	172	165	124
"YHR171W"	137	125	84	266	352	368
"YHR172W"	17	18	2	15	20	16
"YHR173C"	4	0	0	4	0	0
"YHR174W"	39254	35925	20258	17836	20536	28107
"YHR175W"	257	244	149	148	130	157
"YHR175W-A"	8	6	2	15	25	9
"YHR176W"	147	138	80	226	255	232
"YHR177W"	0	0	0	3	0	2
"YHR178W"	124	120	72	156	214	161
"YHR179W"	1500	1270	535	2298	2109	1337
"YHR180C-B"	0	0	0	0	0	0
"YHR180W"	3	7	0	2	4	0
"YHR180W-A"	3	5	2	2	2	1
"YHR181W"	223	245	119	168	153	125
"YHR182C-A"	0	0	0	0	0	0
"YHR182W"	70	77	50	185	159	172
"YHR183W"	5418	5091	2363	3389	3022	3682
"YHR184W"	19	33	11	44	46	34
"YHR185C"	1	4	2	4	12	7
"YHR186C"	89	72	45	82	82	61
"YHR187W"	289	158	124	265	222	212
"YHR188C"	70	31	22	90	78	352
"YHR189W"	5	0	0	0	0	0
"YHR190W"	697	587	358	825	811	953
"YHR191C"	234	246	109	329	326	585
"YHR192W"	68	41	23	63	60	33
"YHR193C"	7196	6982	5645	4712	5107	3081
"YHR193C-A"	0	0	0	2	3	5
"YHR194W"	192	158	126	468	494	430
"YHR195W"	39	32	26	71	54	47
"YHR196W"	248	236	176	169	159	109
"YHR197W"	142	104	50	42	60	47
"YHR198C"	271	218	241	324	307	309
"YHR199C"	366	332	286	600	636	499
"YHR199C-A"	3	1	0	0	0	0
"YHR200W"	454	427	185	278	336	354
"YHR201C"	607	507	347	403	352	453
"YHR202W"	10	7	7	13	30	17
"YHR203C"	12166	12567	7715	4803	5190	4340
"YHR204W"	36	57	32	71	96	40
"YHR205W"	739	703	353	1061	1090	747
"YHR206W"	51	72	20	42	34	18
"YHR207C"	13	16	7	5	6	10
"YHR208W"	2990	3149	1650	5556	6093	4873
"YHR209W"	43	28	21	96	106	116
"YHR210C"	29	30	18	28	56	71
"YHR211W"	7	1	1	0	1	2
"YHR212C"	0	0	0	0	0	0
"YHR212W-A"	0	0	0	0	0	0
"YHR213W"	0	0	0	0	0	0
"YHR213W-A"	0	0	0	0	0	0
"YHR213W-B"	0	0	0	0	0	0
"YHR214C-D"	0	0	0	0	0	0
"YHR214C-E"	0	0	0	0	2	0
"YHR214W"	0	0	0	0	0	0
"YHR214W-A"	0	0	0	1	0	5
"YHR215W"	10	15	11	72	112	51
"YHR216W"	504	394	213	2220	1817	2383
"YHR217C"	0	0	0	0	0	0
"YHR218W"	0	0	0	0	0	0
"YHR218W-A"	0	0	0	0	0	0
"YHR219C-A"	0	0	0	0	0	0
"YHR219W"	0	0	0	0	0	0
"YIL001W"	94	143	63	202	179	183
"YIL002C"	276	241	116	310	298	249
"YIL002W-A"	876	639	424	828	969	791
"YIL003W"	123	106	82	231	322	161
"YIL004C"	114	134	128	187	208	182
"YIL005W"	56	38	19	60	76	70
"YIL006W"	19	10	11	25	7	16
"YIL007C"	224	189	155	387	410	868
"YIL008W"	169	130	118	287	343	359
"YIL009C-A"	85	80	47	79	92	80
"YIL009W"	116	113	76	118	114	171
"YIL010W"	219	232	126	262	280	307
"YIL011W"	124	134	113	132	127	185
"YIL012W"	0	2	0	2	0	0
"YIL013C"	23	20	11	34	34	14
"YIL014C-A"	298	309	175	444	689	900
"YIL014W"	45	21	14	42	36	78
"YIL015W"	1	4	1	10	11	10
"YIL016W"	511	503	364	400	488	454
"YIL017C"	134	165	78	228	227	240
"YIL018W"	46036	44281	33248	19502	21532	16248
"YIL019W"	94	96	60	116	142	60
"YIL020C"	5	12	6	6	5	9
"YIL020C-A"	0	0	0	0	0	0
"YIL021C-A"	0	0	0	0	0	0
"YIL021W"	394	394	212	199	218	235
"YIL022W"	358	453	253	516	491	1059
"YIL023C"	158	168	109	476	509	496
"YIL024C"	15	33	19	61	101	109
"YIL025C"	0	0	0	0	0	0
"YIL026C"	284	225	102	434	605	454
"YIL027C"	134	134	87	101	114	98
"YIL028W"	2	0	4	2	2	5
"YIL029C"	13	24	11	22	23	18
"YIL029W-A"	0	0	0	0	0	0
"YIL030C"	141	121	79	275	254	220
"YIL030W-A"	25	14	18	45	46	32
"YIL031W"	7	17	11	10	11	9
"YIL032C"	0	0	0	0	0	0
"YIL033C"	1456	1202	753	1782	2054	1884
"YIL034C"	358	328	232	375	386	380
"YIL035C"	309	235	127	299	253	245
"YIL036W"	686	489	282	659	749	559
"YIL037C"	0	5	1	0	11	2
"YIL038C"	263	183	76	139	154	113
"YIL039W"	160	177	99	128	191	220
"YIL040W"	306	326	242	342	416	313
"YIL041W"	2657	2805	1786	3979	4310	2244
"YIL042C"	95	79	42	209	190	210
"YIL043C"	995	927	473	744	966	881
"YIL044C"	104	93	40	84	67	54
"YIL045W"	159	124	42	188	240	194
"YIL046W"	585	562	394	1426	1620	2323
"YIL046W-A"	5	2	3	2	1	6
"YIL047C"	93	60	39	120	99	81
"YIL047C-A"	82	72	60	202	212	258
